Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-11-2016,1,nr,2,0,nr,1,nr,4,4,3,nr,1,2,0,2,1,1,nr,0,3,1,4,nr,4,2,nr,nr,2,2,3,2,nr,nr,4,nr,2,0,nr,2,nr,0,3,5,0,3,3,nr,2,4,
01-11-2016,2,nr,1,0,nr,0,nr,4,2,2,nr,1,1,0,2,1,1,nr,0,2,1,3,nr,3,1,nr,nr,2,2,3,1,nr,nr,7,nr,2,0,nr,2,nr,0,3,4,0,2,3,nr,1,3,
01-11-2016,3,nr,1,0,nr,0,nr,3,3,2,nr,0,1,0,2,1,0,nr,0,2,1,3,nr,3,1,nr,nr,2,1,2,1,nr,nr,4,nr,2,0,nr,1,nr,0,2,3,0,2,3,nr,1,4,
01-11-2016,4,nr,2,0,nr,0,nr,3,3,1,nr,0,1,0,1,1,0,nr,0,2,1,3,nr,3,1,nr,nr,2,1,1,1,nr,nr,4,nr,1,0,nr,1,nr,0,2,2,0,1,3,nr,1,3,
01-11-2016,5,nr,2,0,nr,0,nr,3,2,2,nr,0,1,0,1,1,0,nr,0,2,1,3,nr,3,1,nr,nr,1,1,1,1,nr,nr,4,nr,1,0,nr,1,nr,0,2,2,0,1,3,nr,1,4,
01-11-2016,6,nr,2,0,nr,0,nr,3,2,2,nr,0,2,0,2,1,1,nr,0,2,1,3,nr,3,1,nr,nr,1,1,1,1,nr,nr,3,nr,1,0,nr,1,nr,0,2,2,0,1,2,nr,1,6,
01-11-2016,7,nr,2,0,nr,1,nr,4,5,2,nr,1,2,0,3,2,2,nr,0,2,1,4,nr,4,2,nr,nr,2,1,1,1,nr,nr,5,nr,2,0,nr,2,nr,0,4,2,0,2,3,nr,1,8,
01-11-2016,8,nr,2,0,nr,1,nr,5,5,3,nr,2,2,0,5,2,3,nr,0,3,1,5,nr,4,3,nr,nr,3,2,1,3,nr,nr,7,nr,3,0,nr,1,nr,0,6,3,0,2,4,nr,1,7,
01-11-2016,9,nr,2,0,nr,2,nr,5,6,3,nr,1,3,0,3,1,5,nr,0,4,1,5,nr,4,4,nr,nr,3,2,3,3,nr,nr,8,nr,3,0,nr,2,nr,0,9,4,0,2,5,nr,1,7,
01-11-2016,10,nr,2,0,nr,2,nr,4,5,3,nr,1,4,0,4,1,4,nr,0,5,2,4,nr,4,7,nr,nr,3,2,3,3,nr,nr,7,nr,4,0,nr,2,nr,0,8,7,0,3,5,nr,1,7,
