Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-04-2019,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-04-2019,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-04-2019,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-04-2019,4,1,nr,nr,nr,27,nr,nr,nr,5,nr,1,2,nr,2,5,nr,1,nr,26,1,4,nr,8,4,nr,6,36,1,nr,13,nr,2,5,nr,nr,nr,nr,0,nr,nr,57,103,nr,1,1,nr,38,4,
01-04-2019,5,1,nr,nr,nr,19,nr,nr,nr,9,nr,1,1,nr,3,4,nr,1,nr,2,1,1,nr,2,3,nr,2,31,1,nr,20,nr,2,2,nr,nr,nr,nr,0,nr,nr,33,73,nr,1,2,nr,14,3,
01-04-2019,6,1,nr,nr,nr,15,nr,nr,nr,12,nr,1,1,nr,1,4,nr,1,nr,1,1,1,nr,2,3,nr,2,14,1,nr,20,nr,2,1,nr,nr,nr,nr,0,nr,nr,21,58,nr,1,1,nr,12,3,
01-04-2019,7,1,nr,nr,nr,8,nr,nr,nr,9,nr,1,1,nr,1,4,nr,1,nr,1,1,2,nr,2,3,nr,2,7,1,nr,10,nr,2,1,nr,nr,nr,nr,0,nr,nr,12,39,nr,1,2,nr,11,2,
01-04-2019,8,1,nr,nr,nr,6,nr,nr,nr,7,nr,1,1,nr,1,9,nr,1,nr,1,1,1,nr,2,3,nr,3,5,1,nr,9,nr,2,1,nr,nr,nr,nr,0,nr,nr,17,20,nr,1,1,nr,18,2,
01-04-2019,9,1,nr,nr,nr,11,nr,nr,nr,7,nr,1,1,nr,1,13,nr,0,nr,1,1,1,nr,2,2,nr,2,3,1,nr,10,nr,2,1,nr,nr,nr,nr,0,nr,nr,24,17,nr,1,1,nr,15,1,
01-04-2019,10,1,nr,nr,nr,15,nr,nr,nr,3,nr,1,1,nr,1,10,nr,0,nr,1,1,1,nr,1,2,nr,2,3,1,nr,7,nr,2,1,nr,nr,nr,nr,0,nr,nr,12,22,nr,1,1,nr,11,1,
01-04-2019,11,1,nr,nr,nr,9,nr,nr,nr,1,nr,1,2,nr,2,6,nr,0,nr,1,1,2,nr,1,2,nr,2,2,1,nr,2,nr,2,1,nr,nr,nr,nr,0,nr,nr,4,9,nr,1,1,nr,6,1,
01-04-2019,12,1,nr,nr,nr,4,nr,nr,nr,1,nr,1,2,nr,2,4,nr,1,nr,1,1,2,nr,2,2,nr,2,2,1,nr,2,nr,2,1,nr,nr,nr,nr,0,nr,nr,2,5,nr,1,1,nr,5,1,
01-04-2019,13,1,nr,nr,nr,2,nr,nr,nr,1,nr,1,3,nr,1,3,nr,1,nr,1,1,1,nr,1,2,nr,2,2,1,nr,2,nr,2,0,2,nr,nr,nr,0,nr,nr,2,3,nr,1,1,nr,5,1,
01-04-2019,14,1,nr,nr,nr,2,nr,nr,nr,1,nr,1,2,nr,1,3,nr,1,nr,1,1,1,nr,1,2,nr,2,2,1,nr,2,nr,2,1,1,nr,nr,nr,1,nr,nr,2,2,nr,1,1,nr,4,1,
01-04-2019,15,1,nr,nr,nr,1,nr,nr,nr,1,nr,1,1,nr,1,3,nr,0,nr,0,1,1,nr,1,1,nr,2,2,1,nr,1,nr,2,0,1,nr,nr,nr,1,nr,nr,2,2,nr,1,1,nr,4,1,
01-04-2019,16,1,nr,nr,nr,1,nr,nr,nr,1,nr,1,1,nr,1,2,nr,0,nr,0,1,1,nr,1,1,nr,2,1,1,nr,2,nr,2,0,1,nr,nr,nr,1,nr,nr,1,2,nr,1,1,nr,4,1,
01-04-2019,17,1,nr,nr,nr,1,nr,nr,nr,1,nr,1,1,nr,1,2,nr,0,nr,0,1,1,nr,0,1,nr,2,2,1,nr,1,nr,2,0,1,nr,nr,nr,1,nr,nr,2,1,nr,1,1,nr,3,1,
01-04-2019,18,1,nr,nr,nr,1,nr,nr,nr,1,nr,1,2,nr,1,1,nr,1,nr,1,1,1,nr,0,1,nr,1,1,1,nr,1,nr,2,0,1,nr,nr,nr,1,nr,nr,1,1,nr,1,1,nr,3,1,
01-04-2019,19,1,nr,nr,nr,0,nr,nr,nr,1,nr,1,1,nr,1,1,nr,1,nr,1,1,1,nr,0,2,nr,1,1,1,nr,1,nr,2,nr,1,nr,nr,nr,1,nr,nr,1,1,nr,1,1,nr,3,0,
01-04-2019,20,1,nr,nr,nr,0,nr,nr,nr,1,nr,1,1,nr,1,1,nr,1,nr,1,1,1,nr,0,1,nr,1,1,1,nr,1,nr,2,nr,1,nr,nr,nr,1,nr,nr,1,0,nr,1,1,nr,3,0,
01-04-2019,21,1,nr,nr,nr,0,nr,nr,nr,1,nr,1,1,nr,1,1,nr,1,nr,0,1,1,nr,0,1,nr,1,1,1,nr,1,nr,2,nr,1,nr,nr,nr,0,nr,nr,1,5,nr,1,1,nr,3,0,
01-04-2019,22,1,nr,nr,nr,0,nr,nr,nr,1,nr,1,1,nr,1,15,nr,1,nr,0,0,1,nr,0,1,nr,2,1,1,nr,1,nr,1,2,1,nr,nr,nr,0,nr,nr,1,1,nr,1,1,nr,3,0,
