Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2013,1,6,nr,nr,4,nr,7,nr,nr,nr,5,nr,nr,nr,3,4,8,nr,8,6,nr,nr,6,2,nr,nr,1,8,8,nr,7,nr,nr,3,10,0,4,6,nr,13,10,
01-01-2013,2,9,nr,nr,4,nr,8,nr,nr,nr,4,nr,nr,nr,5,4,9,nr,9,6,nr,nr,6,2,nr,nr,1,10,7,nr,7,nr,nr,6,15,0,5,7,nr,16,12,
01-01-2013,3,8,nr,nr,4,nr,10,nr,nr,nr,4,nr,nr,nr,4,5,8,nr,11,8,nr,nr,7,2,nr,nr,1,11,7,nr,7,nr,nr,7,10,0,3,6,nr,20,19,
01-01-2013,4,6,nr,nr,3,nr,10,nr,nr,nr,4,nr,nr,nr,4,4,7,nr,9,7,nr,nr,5,3,nr,nr,1,11,4,nr,7,nr,nr,5,9,0,5,6,nr,11,15,
01-01-2013,5,7,nr,nr,3,nr,9,nr,nr,nr,3,nr,nr,nr,3,3,4,nr,8,4,nr,nr,3,2,nr,nr,1,8,5,nr,5,nr,nr,5,9,0,4,4,nr,8,12,
01-01-2013,6,6,nr,nr,2,nr,7,nr,nr,nr,3,nr,nr,nr,2,3,3,nr,9,3,nr,3,3,2,nr,nr,0,8,4,nr,5,nr,nr,3,10,0,3,3,nr,9,10,
01-01-2013,7,5,nr,nr,2,nr,5,nr,nr,nr,3,nr,2,nr,1,3,3,nr,9,2,nr,3,3,2,nr,nr,0,7,4,nr,5,nr,nr,3,8,0,3,3,nr,6,8,
01-01-2013,8,4,nr,nr,1,nr,5,nr,nr,nr,3,nr,2,nr,1,4,4,nr,11,3,nr,4,3,2,nr,nr,0,4,3,nr,5,nr,nr,3,6,0,2,3,nr,5,8,
01-01-2013,9,5,nr,nr,2,nr,6,nr,nr,nr,4,nr,2,nr,4,6,5,nr,11,5,nr,6,2,2,nr,nr,1,7,3,nr,5,nr,nr,5,8,1,3,4,nr,6,10,
01-01-2013,10,5,nr,nr,5,nr,7,nr,nr,nr,3,nr,2,nr,5,6,4,nr,10,6,nr,6,4,2,nr,nr,1,8,3,nr,4,nr,nr,6,9,1,4,nr,nr,6,8,
01-01-2013,11,4,nr,nr,6,nr,6,nr,nr,nr,3,nr,2,nr,3,5,2,nr,7,4,nr,4,3,2,nr,nr,1,4,4,nr,4,nr,nr,4,8,1,2,3,nr,6,5,
01-01-2013,12,2,nr,nr,2,nr,4,nr,nr,nr,2,nr,2,nr,3,3,1,nr,5,2,nr,2,1,2,nr,nr,1,4,2,nr,4,nr,nr,2,4,1,1,2,nr,4,3,
01-01-2013,13,2,nr,nr,2,nr,3,nr,nr,nr,2,nr,2,nr,3,2,0,nr,4,2,nr,1,0,2,nr,nr,1,3,1,nr,4,nr,nr,3,2,0,1,1,nr,2,3,
01-01-2013,14,1,nr,nr,2,nr,2,nr,nr,nr,2,nr,2,nr,2,1,0,nr,3,1,nr,0,1,2,nr,nr,1,3,1,nr,4,nr,nr,1,2,0,1,1,nr,1,2,
01-01-2013,15,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,1,1,0,nr,3,1,nr,1,1,2,nr,nr,1,3,1,nr,4,nr,nr,1,2,0,1,1,nr,1,2,
01-01-2013,16,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,1,1,0,nr,2,1,nr,1,1,2,nr,nr,0,3,1,nr,4,nr,nr,0,2,nr,1,1,nr,0,2,
01-01-2013,17,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,1,nr,1,2,0,nr,2,1,nr,0,1,2,nr,nr,0,3,1,nr,3,nr,nr,0,2,1,1,1,nr,1,2,
01-01-2013,18,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,1,2,0,nr,2,0,nr,0,0,2,nr,nr,0,3,1,nr,3,nr,nr,0,2,1,1,1,nr,1,2,
01-01-2013,19,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,1,3,0,nr,1,1,nr,0,1,2,nr,nr,0,3,1,nr,4,nr,nr,0,2,1,1,1,nr,1,2,
01-01-2013,20,1,nr,nr,1,nr,3,nr,nr,nr,2,nr,2,nr,1,2,1,nr,2,1,nr,1,1,2,nr,nr,0,3,2,nr,3,nr,nr,1,2,1,1,1,nr,1,2,
01-01-2013,21,2,nr,nr,5,nr,3,nr,nr,nr,2,nr,2,nr,3,2,1,nr,2,2,nr,1,1,2,nr,nr,1,4,2,nr,4,nr,nr,1,3,1,1,2,nr,1,3,
01-01-2013,22,2,nr,nr,40,nr,11,nr,nr,nr,2,nr,2,nr,16,2,1,nr,2,2,nr,2,1,3,nr,nr,1,5,2,nr,4,nr,nr,34,20,1,1,2,nr,2,4,
01-01-2013,23,2,nr,nr,24,nr,49,nr,nr,nr,2,nr,2,nr,37,27,13,nr,2,2,nr,17,1,3,nr,nr,1,5,6,nr,3,nr,nr,40,27,1,1,2,nr,14,4,
01-01-2013,24,1,nr,nr,12,nr,29,nr,nr,nr,2,nr,3,nr,14,nr,39,nr,1,1,nr,32,1,nr,nr,nr,1,4,11,nr,3,nr,nr,19,34,2,1,1,nr,19,4,
02-01-2013,1,1,nr,nr,18,nr,27,nr,nr,nr,2,nr,4,nr,9,nr,25,nr,4,1,nr,23,6,nr,nr,nr,2,7,7,nr,5,nr,nr,26,26,3,3,3,nr,15,3,
02-01-2013,2,2,nr,nr,6,nr,20,nr,nr,nr,2,nr,4,nr,4,nr,21,nr,5,6,nr,24,15,nr,nr,nr,3,25,6,nr,4,nr,nr,21,56,2,3,13,nr,11,5,
02-01-2013,3,3,nr,nr,5,nr,19,nr,nr,nr,2,nr,3,nr,5,nr,24,nr,8,6,nr,24,25,nr,nr,nr,2,36,9,nr,3,nr,nr,22,44,2,11,27,nr,13,6,
02-01-2013,4,3,nr,nr,7,nr,31,nr,nr,nr,2,nr,7,nr,5,nr,20,nr,10,5,nr,25,24,nr,nr,nr,3,36,20,nr,3,nr,nr,29,25,3,18,24,nr,26,8,
02-01-2013,5,2,nr,nr,13,nr,26,nr,nr,nr,2,nr,6,nr,7,nr,18,nr,10,6,nr,23,12,nr,nr,nr,2,28,18,nr,3,nr,nr,33,18,4,7,22,nr,24,9,
02-01-2013,6,3,nr,nr,17,nr,26,nr,nr,nr,2,nr,6,nr,12,24,20,nr,10,7,nr,20,12,4,nr,nr,2,20,18,nr,3,nr,nr,23,31,4,10,19,nr,26,12,
02-01-2013,7,3,nr,nr,13,nr,30,nr,nr,nr,2,nr,4,nr,16,25,20,nr,24,8,nr,19,9,3,nr,nr,2,16,19,nr,3,nr,nr,23,36,4,11,16,nr,38,12,
02-01-2013,8,2,nr,nr,11,nr,28,nr,nr,nr,2,nr,4,nr,17,20,13,nr,22,9,nr,14,6,4,nr,nr,4,12,16,nr,3,nr,nr,29,33,4,6,9,nr,26,15,
02-01-2013,9,2,nr,nr,16,nr,18,nr,nr,nr,2,nr,7,nr,18,13,6,nr,23,8,nr,10,3,4,nr,nr,7,11,6,nr,3,nr,nr,28,28,6,2,6,nr,21,13,
02-01-2013,10,3,nr,nr,17,nr,10,nr,nr,nr,3,nr,9,nr,22,11,6,nr,9,6,nr,8,2,4,nr,nr,11,8,6,nr,3,nr,nr,20,25,9,2,3,nr,26,8,
02-01-2013,11,3,nr,nr,14,nr,8,nr,nr,nr,3,nr,5,nr,18,7,4,nr,5,5,nr,5,2,5,nr,nr,8,6,4,nr,2,nr,nr,9,12,2,1,1,nr,18,8,
02-01-2013,12,3,nr,nr,7,nr,6,nr,nr,nr,3,nr,8,nr,8,3,1,nr,4,3,nr,2,1,4,nr,nr,6,4,2,nr,3,nr,nr,5,6,1,1,nr,nr,4,4,
02-01-2013,13,2,nr,nr,4,nr,2,nr,nr,nr,2,nr,5,nr,4,2,1,nr,2,2,nr,1,1,3,nr,nr,4,3,1,nr,3,nr,nr,3,3,1,3,nr,nr,2,24,
02-01-2013,14,1,nr,nr,2,nr,2,nr,nr,nr,2,nr,2,nr,2,2,0,nr,2,2,nr,1,1,2,nr,nr,1,3,1,nr,3,nr,nr,1,2,1,2,nr,nr,1,8,
02-01-2013,15,1,nr,nr,1,nr,2,nr,nr,nr,3,nr,2,nr,2,2,1,nr,1,2,nr,1,0,2,nr,nr,1,3,1,nr,2,nr,nr,1,1,1,1,nr,nr,1,4,
02-01-2013,16,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,2,2,0,nr,1,1,nr,1,0,2,nr,nr,1,3,1,nr,2,nr,nr,0,2,1,1,nr,nr,0,3,
02-01-2013,17,1,nr,nr,1,nr,2,nr,nr,nr,3,nr,2,nr,2,1,0,nr,1,1,nr,1,1,2,nr,nr,1,3,1,nr,2,nr,nr,1,2,1,1,1,nr,1,2,
02-01-2013,18,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,2,2,0,nr,1,1,nr,1,1,2,nr,nr,0,3,1,nr,2,nr,nr,0,2,1,1,1,nr,1,4,
02-01-2013,19,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,2,2,1,nr,1,1,nr,1,1,2,nr,nr,1,4,1,nr,3,nr,nr,1,2,1,1,1,nr,1,2,
02-01-2013,20,1,nr,nr,1,nr,2,nr,nr,nr,2,nr,2,nr,3,2,0,nr,1,1,nr,2,1,2,nr,nr,1,4,1,nr,3,nr,nr,1,2,1,1,1,nr,2,3,
