Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-04-2023,1,1,1,nr,nr,nr,nr,1,2,1,nr,1,nr,nr,1,1,2,1,nr,2,1,2,nr,nr,2,nr,1,0,1,1,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,3,nr,nr,1,nr,nr,1,1,
01-04-2023,2,1,1,nr,nr,nr,nr,1,1,1,nr,1,nr,nr,1,2,2,1,nr,2,1,2,nr,nr,1,nr,2,0,1,1,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,2,nr,nr,1,nr,nr,2,2,
01-04-2023,3,1,1,nr,nr,nr,nr,1,1,1,nr,1,nr,nr,1,1,1,1,nr,1,1,2,nr,nr,1,nr,2,1,1,2,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,1,nr,nr,1,nr,nr,1,1,
01-04-2023,4,1,1,nr,nr,nr,nr,1,1,1,nr,0,nr,nr,1,1,1,1,nr,1,1,2,nr,nr,1,nr,2,1,1,2,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,4,nr,nr,1,nr,nr,2,2,
01-04-2023,5,1,1,nr,nr,nr,nr,1,1,0,nr,1,nr,nr,1,1,1,1,nr,1,1,2,nr,nr,2,nr,2,1,1,4,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,7,nr,nr,1,nr,nr,2,3,
01-04-2023,6,0,1,nr,nr,nr,nr,1,1,1,nr,1,nr,nr,1,1,1,1,nr,1,1,2,nr,nr,2,nr,2,1,1,4,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,1,nr,nr,1,nr,nr,6,3,
01-04-2023,7,0,1,nr,nr,nr,nr,1,1,0,nr,1,nr,nr,1,1,2,1,nr,1,1,3,nr,nr,2,nr,2,1,1,4,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,1,nr,nr,2,nr,nr,7,5,
01-04-2023,8,1,1,nr,nr,nr,nr,2,1,1,nr,3,nr,nr,2,nr,3,1,nr,1,1,2,nr,nr,3,nr,3,1,1,4,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,2,nr,nr,2,nr,nr,7,6,
01-04-2023,9,1,1,nr,nr,nr,nr,2,1,1,nr,2,nr,nr,2,nr,4,2,nr,2,2,4,nr,nr,3,nr,4,1,1,4,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,5,nr,nr,1,nr,nr,7,4,
01-04-2023,10,7,1,nr,nr,nr,nr,3,4,1,nr,7,nr,nr,2,nr,7,4,nr,2,2,4,nr,nr,4,nr,4,1,1,5,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,8,nr,nr,2,nr,nr,40,4,
