Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2007,1,0,nr,5,32,24,nr,nr,6,nr,7,nr,nr,nr,16,nr,4,7,11,5,8,6,nr,5,9,9,nr,nr,6,26,0,6,nr,27,28,nr,nr,8,6,46,5,
01-12-2007,2,0,nr,6,18,19,nr,nr,5,nr,7,nr,nr,nr,10,nr,4,6,37,5,10,6,nr,4,8,23,nr,nr,4,11,0,4,nr,64,81,nr,nr,9,5,nr,6,
01-12-2007,3,0,nr,5,12,40,nr,nr,5,nr,7,nr,nr,nr,8,nr,8,5,30,6,9,6,nr,3,7,36,nr,nr,4,31,0,5,nr,90,87,nr,nr,13,13,20,11,
01-12-2007,4,0,nr,13,10,29,nr,nr,12,nr,6,nr,nr,nr,8,nr,25,9,35,8,17,11,nr,3,7,19,nr,nr,5,11,0,4,nr,58,73,nr,nr,72,72,19,32,
01-12-2007,5,0,nr,9,6,11,nr,nr,20,nr,6,nr,nr,nr,6,nr,66,11,11,9,27,14,nr,3,6,6,nr,nr,7,6,0,5,nr,30,60,nr,nr,56,54,20,28,
01-12-2007,6,0,nr,6,6,7,nr,nr,7,nr,7,nr,nr,nr,6,nr,35,11,20,9,16,12,nr,2,6,8,nr,nr,6,5,0,3,nr,19,35,nr,nr,20,30,18,13,
01-12-2007,7,0,nr,5,6,5,nr,nr,6,nr,9,nr,nr,nr,6,nr,21,12,17,12,13,10,nr,2,7,15,nr,nr,6,6,0,3,nr,17,26,nr,nr,20,24,8,9,
01-12-2007,8,0,nr,15,6,6,nr,nr,8,nr,11,nr,nr,nr,7,nr,21,11,14,18,12,17,nr,4,8,14,nr,nr,5,8,0,4,nr,19,7,nr,nr,17,20,3,8,
01-12-2007,9,0,nr,23,10,15,nr,nr,13,nr,25,nr,nr,nr,12,nr,28,26,15,26,24,23,nr,6,16,27,nr,nr,nr,12,2,8,nr,29,7,nr,nr,19,30,1,16,
01-12-2007,10,1,nr,35,18,22,nr,nr,13,nr,20,nr,nr,nr,28,nr,32,37,33,35,44,28,nr,14,24,34,nr,nr,20,27,5,14,nr,43,12,nr,nr,21,42,3,47,
01-12-2007,11,13,nr,21,19,26,nr,nr,14,nr,13,nr,nr,nr,28,nr,25,41,47,43,39,26,nr,18,29,32,nr,nr,24,28,2,16,nr,45,24,nr,nr,18,31,26,55,
01-12-2007,12,7,nr,16,12,19,nr,nr,11,nr,11,nr,nr,nr,23,nr,16,25,33,42,24,18,nr,17,23,16,nr,nr,17,24,1,13,nr,25,24,nr,nr,14,20,33,40,
01-12-2007,13,6,nr,19,10,10,nr,nr,11,nr,13,nr,nr,nr,12,nr,12,18,18,27,22,17,nr,14,18,12,nr,nr,13,18,1,12,nr,18,16,nr,nr,15,10,17,31,
01-12-2007,14,5,nr,18,11,7,nr,nr,14,nr,15,nr,nr,nr,13,nr,11,12,12,18,20,16,nr,13,16,8,nr,nr,13,11,2,11,nr,17,10,nr,nr,nr,11,nr,18,
01-12-2007,16,6,nr,5,15,2,nr,nr,10,nr,12,nr,nr,nr,10,nr,8,7,6,7,9,11,nr,7,10,4,nr,nr,9,9,4,11,nr,14,32,nr,nr,11,6,44,8,
01-12-2007,17,8,nr,5,40,25,nr,nr,8,nr,10,nr,nr,nr,28,nr,4,6,22,24,9,7,nr,7,10,6,nr,nr,9,12,1,10,nr,65,73,nr,nr,10,49,47,13,
01-12-2007,18,16,nr,23,77,63,nr,nr,6,nr,8,nr,nr,nr,71,nr,4,10,39,57,31,11,nr,7,12,25,nr,nr,7,67,0,8,nr,76,55,nr,nr,10,60,18,48,
01-12-2007,19,8,nr,37,73,68,nr,nr,6,nr,8,nr,nr,nr,80,nr,25,44,13,35,46,39,nr,9,49,12,nr,nr,14,78,0,11,nr,79,40,nr,nr,11,43,6,31,
