Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2007,1,nr,nr,nr,2,0,nr,nr,1,nr,nr,nr,nr,nr,1,nr,nr,3,nr,nr,0,nr,nr,0,1,0,nr,nr,1,6,nr,1,nr,2,1,nr,nr,2,4,2,0,
01-06-2007,2,nr,nr,nr,1,0,nr,nr,1,nr,nr,nr,nr,nr,1,nr,nr,2,nr,nr,0,nr,nr,0,1,0,nr,nr,0,3,nr,1,nr,2,1,nr,nr,2,4,3,0,
01-06-2007,3,nr,nr,nr,1,0,nr,nr,1,nr,nr,nr,nr,nr,1,nr,nr,3,nr,nr,0,nr,nr,0,0,1,nr,nr,0,2,nr,1,nr,2,1,nr,nr,2,4,3,0,
01-06-2007,4,nr,nr,nr,1,0,nr,nr,1,nr,nr,nr,nr,nr,1,nr,nr,2,nr,nr,0,nr,nr,0,0,1,nr,nr,0,1,nr,1,nr,1,0,nr,nr,1,4,3,1,
01-06-2007,5,nr,nr,nr,1,0,nr,nr,1,nr,nr,nr,nr,nr,1,nr,nr,3,nr,nr,5,nr,nr,0,1,1,nr,nr,0,1,nr,2,nr,2,1,nr,nr,1,7,5,1,
01-06-2007,6,nr,nr,nr,2,1,nr,nr,2,nr,nr,nr,nr,nr,3,nr,nr,2,nr,nr,3,nr,nr,0,1,2,nr,nr,2,1,nr,3,nr,4,1,nr,nr,2,9,6,2,
01-06-2007,7,nr,nr,nr,3,8,nr,nr,2,nr,nr,nr,nr,nr,6,nr,nr,4,nr,nr,6,nr,nr,0,4,3,nr,nr,3,3,nr,2,nr,7,nr,nr,nr,3,10,6,4,
01-06-2007,8,nr,nr,nr,4,9,nr,nr,4,nr,nr,nr,nr,nr,4,nr,nr,7,nr,nr,8,nr,nr,2,4,3,nr,nr,3,5,nr,3,nr,8,4,nr,nr,4,11,6,6,
01-06-2007,9,nr,nr,nr,3,9,nr,nr,3,nr,nr,nr,nr,nr,8,nr,nr,8,nr,nr,9,nr,nr,2,5,4,nr,nr,2,7,nr,4,nr,9,6,nr,nr,3,11,9,8,
01-06-2007,10,nr,nr,nr,3,7,nr,nr,2,nr,nr,nr,nr,nr,5,nr,nr,6,nr,nr,7,nr,nr,1,4,7,nr,nr,2,4,nr,3,nr,8,4,nr,nr,3,8,12,7,
