Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2013,1,2,nr,nr,25,nr,24,nr,nr,nr,4,nr,15,23,16,29,24,nr,8,6,nr,34,4,12,nr,nr,15,8,25,nr,10,nr,nr,54,98,8,nr,16,nr,23,7,
01-02-2013,2,4,nr,nr,12,nr,12,nr,nr,nr,6,nr,12,26,12,21,26,nr,38,4,nr,33,6,5,nr,nr,9,8,21,nr,9,nr,nr,73,105,5,nr,10,nr,43,8,
01-02-2013,3,4,nr,nr,12,nr,9,nr,nr,nr,4,nr,10,13,8,20,13,nr,49,4,nr,30,31,4,nr,nr,7,11,23,nr,10,nr,nr,77,120,4,nr,11,nr,53,14,
01-02-2013,4,1,nr,nr,15,nr,7,nr,nr,nr,4,nr,7,13,6,10,33,nr,47,8,nr,40,41,3,nr,nr,5,34,8,nr,12,nr,nr,22,103,3,nr,40,nr,39,45,
01-02-2013,5,1,nr,nr,12,nr,6,nr,nr,nr,5,nr,7,6,4,37,45,nr,34,10,nr,37,22,2,nr,nr,5,nr,6,nr,8,nr,nr,9,70,3,nr,47,nr,15,41,
01-02-2013,6,0,nr,nr,8,nr,5,nr,nr,nr,5,nr,8,3,4,38,38,nr,24,12,nr,27,17,1,nr,nr,5,nr,7,nr,11,nr,nr,8,50,2,4,33,nr,12,32,
01-02-2013,7,1,nr,nr,6,nr,6,nr,nr,nr,5,nr,6,1,5,31,26,nr,19,10,nr,25,6,1,nr,nr,4,nr,8,nr,9,nr,nr,9,48,2,4,27,nr,11,34,
01-02-2013,8,2,nr,nr,7,nr,9,nr,nr,nr,7,nr,8,1,8,25,20,nr,16,15,nr,23,7,3,nr,nr,4,13,10,nr,13,nr,nr,12,39,2,4,14,nr,10,25,
01-02-2013,9,2,nr,nr,11,nr,15,nr,nr,nr,15,nr,6,12,8,30,35,nr,27,19,nr,27,9,16,nr,nr,4,20,12,nr,12,nr,nr,12,23,5,6,16,nr,13,26,
01-02-2013,10,4,nr,nr,11,nr,22,nr,nr,nr,12,nr,7,30,13,32,44,nr,77,20,nr,35,32,19,nr,nr,4,30,22,nr,17,nr,nr,14,26,12,15,32,nr,47,33,
