Promedio horarios de coPromedio horarios de co
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-03-2007,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.80,nr,2.1,nr,1.2,nr,nr,1.50,nr,0.60,0.9,1.70,nr,nr,0.7,0.8,nr,0.9,nr,2.30,1.40,nr,nr,0.90,nr,2.60,1.70,
01-03-2007,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.50,nr,1.4,nr,1.2,nr,nr,1.20,nr,0.40,0.7,1.10,nr,nr,0.4,0.5,nr,0.8,nr,1.50,1.90,nr,nr,0.80,nr,2.00,1.40,
01-03-2007,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.20,nr,2.0,nr,0.9,nr,nr,1.20,nr,0.40,0.5,1.30,nr,nr,0.3,0.2,nr,0.7,nr,1.20,1.60,nr,nr,0.70,nr,1.00,2.10,
01-03-2007,4,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.30,nr,2.2,nr,0.7,nr,nr,1.00,nr,0.40,0.4,1.00,nr,nr,0.2,0.3,nr,0.5,nr,1.20,1.80,nr,nr,0.40,nr,1.20,1.50,
01-03-2007,5,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.40,nr,2.1,nr,1.0,nr,nr,1.00,nr,0.50,0.2,1.10,nr,nr,0.1,0.6,nr,0.5,nr,1.20,1.80,nr,nr,0.40,nr,1.00,1.20,
01-03-2007,6,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.50,nr,2.2,nr,1.2,nr,nr,1.90,nr,1.00,0.6,1.90,nr,nr,0.3,1.0,nr,1.1,nr,1.80,1.50,nr,nr,1.60,nr,1.30,1.20,
01-03-2007,7,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.90,nr,3.1,nr,2.1,nr,nr,3.30,nr,2.10,2.2,2.90,nr,nr,2.2,2.0,nr,3.8,nr,3.10,2.10,nr,nr,2.60,nr,2.00,3.20,
01-03-2007,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,4.30,nr,3.9,nr,5.4,nr,nr,6.40,nr,2.10,3.8,3.10,nr,nr,4.1,3.3,nr,4.0,nr,6.30,4.60,nr,nr,4.30,nr,3.80,3.70,
01-03-2007,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3.90,nr,5.3,nr,6.6,nr,nr,5.40,nr,2.10,4.5,3.00,nr,nr,3.7,6.2,nr,2.8,nr,4.20,5.30,nr,nr,4.40,nr,3.90,3.80,
01-03-2007,10,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,4.10,nr,3.2,nr,3.5,nr,nr,2.20,nr,2.90,4.2,1.80,nr,nr,2.2,4.5,nr,2.6,nr,4.40,4.70,nr,nr,2.50,nr,3.50,2.30,
01-03-2007,11,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,2.60,nr,1.7,nr,1.7,nr,nr,1.90,nr,2.20,2.4,1.30,nr,nr,1.5,3.0,nr,2.8,nr,3.80,2.70,nr,nr,2.40,nr,2.20,0.90,
01-03-2007,12,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.00,nr,0.8,nr,1.3,nr,nr,1.00,nr,1.90,1.6,0.90,nr,nr,1.3,1.4,nr,2.5,nr,2.10,1.40,nr,nr,1.10,nr,1.00,0.60,
01-03-2007,13,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.50,nr,0.4,nr,0.7,nr,nr,0.60,nr,1.70,1.4,0.70,nr,nr,0.9,0.8,nr,2.2,nr,1.30,0.80,nr,nr,0.70,nr,0.50,0.30,
01-03-2007,14,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.40,nr,0.4,nr,0.4,nr,nr,0.60,nr,1.50,0.8,0.70,nr,nr,0.6,0.5,nr,1.8,nr,1.40,0.60,nr,nr,0.40,nr,0.60,0.70,
01-03-2007,16,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.50,nr,nr,nr,0.8,nr,nr,0.70,nr,1.00,0.6,0.90,nr,nr,0.4,0.8,nr,1.4,nr,1.30,0.60,nr,nr,0.50,nr,0.50,0.50,
