Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2016,1,nr,4,0,nr,nr,nr,3,4,5,nr,nr,3,0,nr,2,4,nr,0,3,4,4,nr,4,nr,nr,4,6,1,3,4,nr,nr,4,nr,nr,0,nr,nr,nr,0,5,nr,0,1,2,nr,nr,6,
01-02-2016,2,nr,3,0,nr,nr,nr,3,3,4,nr,nr,3,0,nr,1,4,nr,0,3,5,5,nr,4,nr,nr,6,5,1,2,3,nr,nr,3,nr,nr,0,nr,nr,nr,0,4,nr,0,1,2,nr,nr,7,
01-02-2016,3,nr,3,0,nr,nr,nr,2,4,3,nr,nr,2,0,nr,1,5,nr,0,4,5,4,nr,4,nr,nr,5,4,2,2,3,nr,nr,4,nr,nr,0,nr,nr,nr,0,4,nr,0,1,2,nr,nr,5,
01-02-2016,4,nr,6,0,nr,nr,nr,1,3,3,nr,nr,2,0,nr,1,5,nr,0,2,4,3,nr,4,nr,nr,5,4,2,2,3,nr,nr,3,nr,nr,0,nr,nr,nr,0,4,nr,0,1,1,nr,nr,4,
01-02-2016,5,nr,7,0,nr,nr,nr,1,3,2,nr,nr,3,0,nr,1,3,nr,0,2,3,3,nr,4,nr,nr,4,3,1,2,3,nr,nr,4,nr,nr,0,nr,nr,nr,0,3,nr,0,1,2,nr,nr,6,
01-02-2016,6,nr,4,0,nr,nr,nr,1,3,2,nr,nr,3,0,nr,1,3,nr,0,2,3,3,nr,4,nr,nr,5,3,1,2,2,nr,nr,4,nr,nr,0,nr,nr,nr,0,3,nr,0,1,2,nr,nr,6,
01-02-2016,7,nr,4,0,nr,nr,nr,1,4,3,nr,nr,3,0,nr,1,4,nr,0,2,3,3,nr,4,nr,nr,5,3,1,3,2,nr,nr,4,nr,nr,0,nr,nr,nr,0,3,nr,0,1,2,nr,nr,7,
01-02-2016,8,nr,4,0,nr,nr,nr,2,7,3,nr,nr,4,0,nr,1,4,nr,0,2,2,3,nr,5,nr,nr,6,4,1,2,4,nr,nr,6,nr,nr,0,nr,nr,nr,0,5,nr,0,1,3,nr,nr,10,
01-02-2016,9,nr,4,0,nr,nr,nr,4,5,4,nr,nr,4,0,nr,3,4,nr,0,4,2,4,nr,6,nr,nr,5,3,1,4,4,nr,nr,7,nr,nr,0,nr,nr,nr,0,5,nr,0,2,3,nr,nr,10,
01-02-2016,10,nr,4,0,nr,nr,nr,3,4,5,nr,nr,3,0,nr,3,5,nr,0,4,2,4,nr,6,nr,nr,5,4,4,5,5,nr,nr,7,nr,nr,0,nr,nr,nr,0,7,nr,0,2,3,nr,nr,8,
01-02-2016,11,nr,4,0,nr,nr,nr,3,4,4,nr,nr,3,0,nr,7,7,nr,0,4,2,4,nr,6,nr,nr,6,5,3,6,4,nr,nr,7,nr,nr,0,nr,nr,nr,0,6,nr,0,3,3,nr,nr,6,
01-02-2016,12,nr,3,0,nr,nr,nr,3,4,4,nr,nr,3,0,nr,10,5,nr,0,4,2,4,nr,4,nr,nr,4,4,2,4,3,nr,nr,5,nr,nr,0,nr,nr,nr,0,5,nr,0,3,3,nr,nr,4,
01-02-2016,13,nr,2,0,nr,nr,nr,2,4,3,nr,nr,3,0,nr,4,4,nr,0,3,2,3,nr,3,nr,nr,3,3,2,2,2,nr,nr,4,nr,nr,0,nr,nr,nr,0,3,nr,0,2,2,nr,nr,3,
01-02-2016,14,nr,2,0,nr,nr,nr,2,2,3,nr,nr,2,0,nr,3,3,nr,0,3,1,3,nr,3,nr,nr,3,2,1,2,3,nr,nr,3,nr,nr,0,nr,nr,nr,0,3,nr,0,2,2,nr,nr,3,
01-02-2016,15,nr,2,0,nr,nr,nr,2,2,3,nr,nr,3,0,nr,3,3,nr,0,2,2,3,nr,3,nr,nr,3,2,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,4,nr,0,1,2,nr,nr,2,
01-02-2016,16,nr,2,0,nr,nr,nr,1,2,3,nr,nr,3,0,nr,2,3,nr,0,2,1,2,nr,2,nr,nr,2,2,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,3,nr,0,1,1,nr,nr,2,
01-02-2016,17,nr,2,0,nr,nr,nr,1,2,2,nr,nr,3,0,nr,2,2,nr,0,4,1,2,nr,2,nr,nr,2,2,nr,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,3,nr,0,1,1,nr,nr,2,
01-02-2016,18,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,0,1,nr,0,2,1,2,nr,1,nr,nr,2,2,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,2,
01-02-2016,19,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,0,1,nr,0,2,1,2,nr,2,nr,nr,2,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,2,
01-02-2016,20,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,0,1,nr,0,2,1,2,nr,2,nr,nr,2,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,2,nr,nr,2,
01-02-2016,21,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,0,1,nr,0,2,1,3,nr,2,nr,nr,3,2,1,2,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,2,
01-02-2016,22,nr,2,0,nr,nr,nr,1,2,2,nr,nr,3,0,nr,1,2,nr,0,2,1,2,nr,2,nr,nr,2,3,1,2,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,2,nr,0,2,2,nr,nr,3,
01-02-2016,23,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,1,1,nr,0,2,1,3,nr,2,nr,nr,3,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,2,nr,nr,3,
01-02-2016,24,nr,2,0,nr,nr,nr,1,2,2,nr,nr,2,0,nr,1,1,nr,0,2,1,3,nr,2,nr,nr,3,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,3,
02-02-2016,1,nr,2,0,nr,nr,nr,1,2,2,nr,nr,2,0,nr,1,1,nr,0,1,1,2,nr,1,nr,nr,2,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,2,nr,nr,3,
02-02-2016,2,nr,2,0,nr,nr,nr,1,3,2,nr,nr,2,0,nr,1,1,nr,0,1,1,2,nr,2,nr,nr,2,2,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,3,nr,2,0,nr,nr,nr,2,1,2,nr,nr,2,0,nr,1,1,nr,0,1,1,2,nr,2,nr,nr,2,1,1,1,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,3,
02-02-2016,4,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,1,1,nr,0,1,1,2,nr,2,nr,nr,3,2,1,2,1,nr,nr,1,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,5,nr,2,0,nr,nr,nr,2,2,2,nr,nr,2,0,nr,1,1,nr,0,2,1,3,nr,2,nr,nr,4,3,1,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,6,nr,2,0,nr,nr,nr,2,4,2,nr,nr,2,0,nr,1,1,nr,0,3,1,4,nr,4,nr,nr,7,3,0,2,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,5,
02-02-2016,7,nr,1,0,nr,nr,nr,4,4,2,nr,nr,2,0,nr,2,4,nr,0,3,1,7,nr,4,nr,nr,8,4,1,2,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,5,nr,0,2,2,nr,nr,5,
02-02-2016,8,nr,2,0,nr,nr,nr,7,7,4,nr,nr,3,0,nr,3,8,nr,0,4,1,9,nr,5,nr,nr,12,4,1,2,2,nr,nr,5,nr,nr,0,nr,nr,nr,0,5,nr,0,2,7,nr,nr,10,
02-02-2016,9,nr,2,0,nr,nr,nr,9,5,4,nr,nr,3,0,nr,3,6,nr,0,5,1,9,nr,4,nr,nr,10,3,0,3,3,nr,nr,7,nr,nr,0,nr,nr,nr,0,7,nr,0,3,7,nr,nr,8,
02-02-2016,10,nr,2,0,nr,nr,nr,6,3,3,nr,nr,2,0,nr,4,2,nr,0,4,1,6,nr,3,nr,nr,5,2,0,2,2,nr,nr,6,nr,nr,0,nr,nr,nr,0,2,nr,0,3,2,nr,nr,7,
02-02-2016,11,nr,2,0,nr,nr,nr,3,3,3,nr,nr,2,0,nr,2,1,nr,0,2,1,3,nr,3,nr,nr,3,3,1,2,2,nr,nr,4,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,3,
02-02-2016,12,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,1,1,nr,0,2,1,2,nr,2,nr,nr,2,2,1,1,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,13,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,0,1,nr,0,1,2,2,nr,7,nr,nr,2,2,1,1,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,1,
02-02-2016,14,nr,2,0,nr,nr,nr,1,2,2,nr,nr,2,0,nr,0,1,nr,0,3,2,2,nr,2,nr,nr,2,2,1,1,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,15,nr,2,0,nr,nr,nr,2,2,3,nr,nr,2,0,nr,0,2,nr,0,4,2,3,nr,2,nr,nr,3,3,1,1,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,2,
02-02-2016,16,nr,2,0,nr,nr,nr,1,2,3,nr,nr,3,0,nr,0,2,nr,0,3,1,3,nr,2,nr,nr,4,2,1,1,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,2,nr,0,1,2,nr,nr,2,
02-02-2016,17,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,0,1,nr,0,3,1,2,nr,2,nr,nr,3,1,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,18,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,0,1,nr,0,2,1,2,nr,2,nr,nr,2,1,1,1,1,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,1,
02-02-2016,19,nr,2,0,nr,nr,nr,1,2,2,nr,nr,3,0,nr,0,1,nr,0,3,1,2,nr,2,nr,nr,3,1,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,1,nr,0,1,1,nr,nr,2,
02-02-2016,20,nr,2,0,nr,nr,nr,1,1,2,nr,nr,3,0,nr,0,1,nr,0,2,1,3,nr,3,nr,nr,4,1,1,1,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,2,nr,0,1,1,nr,nr,3,
02-02-2016,21,nr,2,0,nr,nr,nr,1,1,2,nr,nr,2,0,nr,1,3,nr,0,2,1,3,nr,3,nr,nr,3,2,1,2,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,3,nr,0,1,1,nr,nr,5,
02-02-2016,22,nr,2,0,nr,nr,nr,2,3,3,nr,nr,3,0,nr,1,2,nr,0,2,1,4,nr,3,nr,nr,3,2,1,2,1,nr,nr,3,nr,nr,0,nr,nr,nr,0,2,nr,0,1,2,nr,nr,3,
02-02-2016,23,nr,2,0,nr,nr,nr,1,3,3,nr,nr,4,0,nr,2,3,nr,0,2,1,3,nr,3,nr,nr,4,2,1,2,2,nr,nr,2,nr,nr,0,nr,nr,nr,0,3,nr,0,1,2,nr,nr,5,
02-02-2016,24,nr,2,0,nr,nr,nr,2,4,4,nr,nr,3,0,nr,2,2,nr,0,2,1,3,nr,3,nr,nr,3,2,1,1,3,nr,nr,3,nr,nr,0,nr,nr,nr,0,4,nr,0,1,2,nr,nr,5,
03-02-2016,1,nr,2,0,nr,nr,nr,2,5,4,nr,nr,2,0,nr,3,2,nr,0,2,1,3,nr,4,nr,nr,3,2,1,2,2,nr,nr,3,nr,nr,0,nr,nr,nr,0,3,nr,0,1,2,nr,nr,4,
03-02-2016,2,nr,2,0,nr,nr,nr,1,4,3,nr,nr,4,0,nr,2,1,nr,0,2,1,3,nr,3,nr,nr,4,2,0,2,2,nr,nr,3,nr,nr,0,nr,nr,nr,0,4,nr,0,1,2,nr,nr,3,
03-02-2016,3,nr,2,0,nr,nr,nr,2,3,2,nr,nr,4,0,nr,2,1,nr,0,3,1,3,nr,3,nr,nr,5,2,0,1,2,nr,nr,4,nr,nr,0,nr,nr,nr,0,1,nr,0,1,2,nr,nr,3,
