Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2021,1,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-06-2021,2,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-06-2021,3,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-06-2021,4,1,nr,nr,nr,1,nr,1,5,1,nr,0,nr,nr,nr,1,4,1,nr,nr,1,4,nr,nr,nr,nr,8,1,nr,nr,1,nr,2,nr,1,nr,nr,nr,1,nr,nr,2,14,nr,nr,nr,nr,2,nr,
01-06-2021,5,1,nr,nr,nr,3,nr,3,10,1,nr,1,nr,nr,nr,0,5,1,nr,nr,0,7,nr,nr,nr,nr,9,4,nr,nr,1,nr,1,nr,1,nr,nr,nr,1,nr,nr,19,21,nr,nr,nr,nr,6,nr,
01-06-2021,6,1,nr,nr,nr,4,nr,3,14,1,nr,2,nr,nr,nr,1,4,1,nr,nr,0,3,nr,nr,nr,nr,4,4,nr,nr,1,nr,1,nr,1,nr,nr,nr,1,nr,nr,20,21,nr,nr,nr,nr,5,nr,
01-06-2021,7,1,nr,nr,nr,4,nr,2,17,1,nr,3,nr,nr,nr,1,4,1,nr,nr,0,2,nr,nr,nr,nr,3,4,nr,nr,1,nr,2,nr,1,nr,nr,nr,1,nr,nr,49,14,nr,nr,nr,nr,15,nr,
01-06-2021,8,1,nr,nr,nr,26,nr,6,43,2,nr,2,nr,nr,nr,1,26,3,nr,nr,1,4,nr,nr,nr,nr,5,15,nr,nr,1,nr,4,nr,1,nr,nr,nr,2,nr,nr,60,30,nr,nr,nr,nr,13,nr,
01-06-2021,9,4,nr,nr,nr,54,nr,11,52,5,nr,nr,nr,nr,nr,14,71,18,nr,nr,1,9,nr,nr,23,nr,11,15,nr,nr,2,nr,7,nr,5,nr,nr,nr,2,nr,nr,62,41,nr,nr,nr,nr,37,nr,
01-06-2021,10,8,nr,nr,nr,40,nr,14,43,8,nr,nr,nr,nr,nr,34,43,16,nr,nr,1,12,nr,nr,28,nr,25,23,nr,nr,6,nr,7,nr,5,nr,nr,nr,5,nr,nr,41,42,nr,nr,nr,nr,58,nr,
01-06-2021,11,10,nr,nr,nr,31,nr,14,31,8,nr,nr,nr,nr,nr,42,30,13,nr,nr,1,12,nr,nr,21,nr,26,22,nr,nr,6,nr,5,nr,5,nr,nr,nr,4,nr,nr,31,25,nr,nr,nr,nr,31,nr,
01-06-2021,12,9,nr,nr,nr,16,nr,18,21,12,nr,nr,nr,nr,nr,49,19,13,nr,nr,1,18,nr,nr,17,nr,19,18,nr,nr,8,nr,5,nr,7,nr,nr,nr,3,nr,nr,19,18,nr,nr,nr,nr,25,nr,
01-06-2021,13,5,nr,nr,nr,13,nr,12,16,12,nr,nr,nr,nr,nr,28,13,12,nr,nr,3,14,nr,nr,15,nr,14,14,nr,nr,11,nr,6,nr,10,nr,nr,nr,3,nr,nr,12,15,nr,nr,nr,nr,14,nr,
01-06-2021,14,2,nr,nr,nr,13,nr,11,13,9,nr,nr,nr,nr,nr,25,11,9,nr,nr,5,9,nr,nr,8,nr,10,13,nr,nr,9,nr,7,nr,12,nr,nr,nr,3,nr,nr,12,12,nr,nr,nr,nr,4,nr,
01-06-2021,15,1,nr,nr,nr,13,nr,6,6,7,nr,nr,nr,nr,nr,5,9,3,nr,nr,6,6,nr,nr,2,nr,4,8,nr,nr,9,nr,5,nr,10,nr,nr,nr,3,nr,nr,8,5,nr,nr,nr,nr,3,nr,
01-06-2021,16,1,nr,nr,nr,3,nr,3,4,4,nr,1,nr,nr,nr,1,6,1,nr,nr,7,2,nr,nr,2,nr,1,3,nr,nr,5,nr,2,nr,6,nr,nr,nr,3,nr,nr,4,1,nr,nr,nr,nr,1,nr,
