Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-03-2005,1,nr,nr,1,5,8,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,4,6,nr,nr,0,nr,6,nr,nr,3,nr,nr,nr,nr,11,31,nr,nr,4,6,46,9,
01-03-2005,2,nr,nr,1,9,14,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3,7,nr,nr,0,nr,23,nr,nr,2,nr,nr,nr,nr,18,28,nr,nr,4,12,40,8,
01-03-2005,3,nr,nr,1,5,27,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3,16,nr,nr,0,nr,28,nr,nr,3,nr,nr,nr,nr,31,28,nr,nr,3,13,35,9,
01-03-2005,4,nr,nr,3,7,27,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3,20,nr,nr,0,nr,20,nr,nr,3,nr,nr,nr,nr,19,24,nr,nr,2,13,29,11,
01-03-2005,5,nr,nr,5,8,16,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,2,20,nr,nr,0,nr,26,nr,nr,2,nr,nr,nr,nr,14,24,nr,nr,2,13,22,13,
01-03-2005,6,nr,nr,4,8,15,nr,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3,23,nr,nr,0,nr,10,nr,nr,2,nr,nr,nr,nr,13,28,nr,nr,3,12,16,18,
01-03-2005,7,nr,nr,8,7,18,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,4,22,nr,nr,0,nr,11,nr,nr,2,nr,nr,nr,nr,18,23,nr,nr,12,14,12,24,
01-03-2005,8,nr,nr,14,10,28,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,6,36,nr,nr,5,nr,19,nr,nr,2,nr,nr,nr,nr,22,20,nr,nr,20,21,7,30,
01-03-2005,9,nr,nr,21,12,40,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,5,36,nr,nr,5,nr,23,nr,nr,2,nr,nr,nr,nr,35,30,nr,nr,13,17,19,46,
01-03-2005,10,nr,nr,9,14,30,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,6,29,nr,nr,8,nr,12,nr,nr,2,nr,nr,nr,nr,23,35,nr,nr,7,7,15,27,
