Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-10-2015,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-10-2015,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-10-2015,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,
01-10-2015,4,nr,10,nr,nr,nr,nr,4,3,10,nr,nr,1,nr,nr,1,7,nr,nr,5,nr,2,nr,1,2,nr,nr,6,nr,1,9,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,4,nr,nr,4,2,nr,nr,1,
01-10-2015,5,nr,5,nr,nr,nr,nr,5,6,8,nr,nr,1,nr,nr,1,7,nr,nr,9,nr,2,nr,1,2,nr,nr,5,nr,1,6,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,5,3,nr,nr,1,
01-10-2015,6,nr,2,nr,nr,nr,nr,5,8,6,nr,nr,1,nr,nr,1,10,nr,nr,9,nr,5,nr,1,2,nr,nr,6,nr,1,4,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,15,nr,nr,4,4,nr,nr,1,
01-10-2015,7,nr,3,nr,nr,nr,nr,6,9,7,nr,nr,2,nr,nr,2,15,nr,nr,9,nr,3,nr,2,2,nr,nr,10,nr,1,7,nr,nr,2,nr,nr,nr,nr,nr,nr,nr,17,nr,nr,4,3,nr,nr,2,
01-10-2015,8,nr,2,nr,nr,nr,nr,7,8,8,nr,nr,1,nr,nr,4,13,nr,nr,6,nr,3,nr,2,1,nr,nr,12,nr,1,7,nr,nr,3,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,3,2,nr,nr,1,
01-10-2015,9,nr,3,nr,nr,nr,nr,2,6,5,nr,nr,1,nr,nr,5,19,nr,nr,5,nr,2,nr,2,2,nr,nr,8,nr,1,6,nr,nr,4,nr,nr,nr,nr,nr,nr,nr,7,nr,nr,1,1,nr,nr,2,
01-10-2015,10,nr,3,nr,nr,nr,nr,4,7,4,nr,nr,1,nr,nr,2,11,nr,nr,5,nr,2,nr,1,2,nr,nr,10,nr,1,4,nr,nr,3,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,1,1,nr,nr,2,
