Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2008,1,2,nr,nr,0,0,nr,nr,1,nr,nr,nr,nr,nr,3,nr,2,4,nr,1,nr,2,nr,0,4,2,nr,nr,nr,0,0,nr,nr,4,2,nr,nr,3,5,nr,4,
01-12-2008,2,1,nr,nr,0,0,nr,nr,1,nr,nr,nr,nr,nr,2,nr,2,4,nr,1,nr,2,nr,0,3,2,nr,nr,nr,0,0,nr,nr,3,1,nr,nr,3,4,nr,4,
01-12-2008,3,1,nr,nr,0,0,nr,nr,1,nr,nr,nr,nr,nr,2,nr,2,3,nr,1,nr,1,nr,0,3,2,nr,nr,nr,0,0,nr,nr,nr,1,nr,nr,3,3,nr,3,
01-12-2008,4,1,nr,nr,0,0,nr,nr,1,nr,nr,nr,nr,nr,2,nr,2,3,nr,1,nr,1,nr,0,3,2,nr,nr,nr,0,0,nr,nr,3,1,nr,nr,3,3,nr,3,
01-12-2008,5,nr,nr,nr,0,0,nr,nr,1,nr,nr,nr,nr,nr,2,nr,2,2,nr,1,nr,1,nr,0,3,2,nr,nr,nr,0,0,nr,nr,3,1,nr,nr,3,3,nr,3,
01-12-2008,6,1,nr,nr,0,0,nr,nr,2,nr,nr,nr,nr,nr,2,nr,3,3,nr,1,nr,2,nr,0,3,2,nr,nr,nr,0,0,nr,nr,4,2,nr,nr,3,4,nr,5,
01-12-2008,7,1,nr,nr,0,0,nr,nr,3,nr,nr,nr,nr,nr,4,nr,3,5,nr,2,nr,4,nr,1,4,3,nr,nr,nr,1,0,nr,nr,7,2,nr,nr,4,6,nr,8,
01-12-2008,8,2,nr,nr,0,0,nr,nr,6,nr,nr,nr,nr,nr,6,nr,5,5,nr,4,nr,6,nr,1,5,5,nr,nr,nr,4,1,nr,nr,10,3,nr,nr,6,10,nr,7,
01-12-2008,9,2,nr,nr,0,2,nr,nr,8,nr,nr,nr,nr,nr,6,nr,13,8,nr,7,nr,9,nr,4,8,5,nr,nr,nr,6,3,nr,nr,11,5,nr,nr,6,10,nr,11,
01-12-2008,10,2,nr,nr,0,3,nr,nr,8,nr,nr,nr,nr,nr,6,nr,10,10,nr,9,nr,7,nr,3,8,7,nr,nr,nr,3,2,nr,nr,9,9,nr,nr,7,11,nr,14,
01-12-2008,11,2,nr,nr,2,4,nr,nr,5,nr,nr,nr,nr,nr,10,nr,7,7,nr,10,nr,5,nr,3,9,9,nr,nr,nr,5,nr,nr,nr,11,nr,nr,nr,5,10,nr,12,
01-12-2008,12,nr,nr,nr,3,2,nr,nr,3,nr,nr,nr,nr,nr,8,nr,7,5,nr,7,nr,5,nr,nr,8,7,nr,nr,nr,4,1,nr,nr,8,nr,nr,nr,4,8,nr,11,
01-12-2008,13,nr,nr,nr,2,1,nr,nr,3,nr,nr,nr,nr,nr,7,nr,4,5,nr,4,nr,3,nr,nr,7,4,nr,nr,nr,2,1,nr,nr,7,nr,nr,nr,4,7,nr,7,
01-12-2008,14,nr,nr,nr,2,1,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,4,4,nr,4,nr,3,nr,3,6,4,nr,nr,nr,2,0,nr,nr,7,4,nr,nr,nr,nr,nr,8,
