Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2013,1,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,1,nr,2,2,1,nr,1,1,nr,2,nr,1,nr,1,0,2,2,nr,nr,nr,nr,nr,3,1,1,4,nr,0,2,
01-07-2013,2,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,1,nr,2,3,1,nr,0,1,nr,2,nr,1,nr,1,0,1,2,nr,nr,nr,nr,nr,3,1,1,3,nr,0,2,
01-07-2013,3,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,1,nr,2,3,1,nr,0,1,nr,2,nr,1,nr,1,0,2,2,nr,nr,nr,nr,nr,3,1,1,2,nr,0,3,
01-07-2013,4,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,0,nr,2,2,1,nr,0,1,nr,2,nr,1,nr,1,0,3,2,nr,nr,nr,nr,nr,3,1,1,2,nr,0,3,
01-07-2013,5,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,1,nr,2,3,2,nr,1,2,nr,2,nr,1,nr,1,0,3,2,nr,nr,nr,nr,nr,3,1,1,2,nr,2,6,
01-07-2013,6,nr,nr,nr,2,nr,3,nr,nr,nr,nr,nr,1,nr,3,3,2,nr,2,2,nr,3,nr,1,nr,2,0,4,3,nr,nr,nr,nr,4,4,1,1,2,nr,2,10,
01-07-2013,7,nr,nr,nr,3,nr,3,nr,nr,nr,nr,nr,3,nr,4,5,4,nr,4,3,nr,4,nr,2,nr,3,1,4,4,nr,nr,nr,nr,6,4,2,1,3,nr,1,10,
01-07-2013,8,nr,nr,nr,3,nr,5,nr,nr,nr,nr,nr,2,nr,3,7,4,nr,3,4,nr,5,nr,2,nr,4,1,5,4,nr,nr,nr,nr,8,5,2,2,4,nr,2,7,
01-07-2013,9,nr,nr,nr,3,nr,5,nr,nr,nr,nr,nr,1,nr,3,5,4,nr,3,4,nr,5,nr,2,nr,4,0,5,3,nr,nr,nr,nr,12,5,2,2,4,nr,3,7,
01-07-2013,10,nr,nr,nr,3,nr,3,nr,nr,nr,nr,nr,1,nr,3,4,3,nr,2,3,nr,3,nr,2,nr,3,0,4,3,nr,nr,nr,nr,8,6,2,2,3,nr,1,7,
01-07-2013,11,nr,nr,nr,nr,nr,3,nr,nr,nr,nr,nr,nr,nr,nr,5,3,nr,2,3,nr,3,nr,2,nr,3,nr,3,3,nr,nr,nr,nr,7,4,2,2,4,nr,1,8,
01-07-2013,12,nr,nr,nr,3,nr,2,nr,nr,nr,nr,nr,nr,nr,nr,4,2,nr,2,2,nr,3,nr,2,nr,2,0,3,3,nr,nr,nr,nr,4,3,2,2,4,nr,1,3,
01-07-2013,13,nr,nr,nr,3,nr,2,nr,nr,nr,nr,nr,nr,nr,nr,3,2,nr,1,2,nr,2,nr,3,nr,1,1,2,3,nr,nr,nr,nr,3,3,2,2,3,nr,1,4,
01-07-2013,14,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,nr,nr,nr,3,2,nr,1,2,nr,2,nr,2,nr,1,1,2,3,nr,nr,nr,nr,3,3,2,2,3,nr,1,4,
01-07-2013,15,nr,nr,nr,3,nr,1,nr,nr,nr,nr,nr,nr,nr,1,2,1,nr,1,2,nr,2,nr,2,nr,1,1,2,3,nr,nr,nr,nr,3,3,2,1,2,nr,1,3,
01-07-2013,16,nr,nr,nr,3,nr,1,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,1,2,nr,2,nr,2,nr,1,1,1,3,nr,nr,nr,nr,2,3,2,1,2,nr,1,3,
01-07-2013,17,nr,nr,nr,3,nr,1,nr,nr,nr,nr,nr,nr,nr,1,2,1,nr,1,2,nr,1,nr,2,nr,0,0,2,2,nr,nr,nr,nr,3,3,2,1,2,nr,1,3,
01-07-2013,18,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,1,2,1,nr,0,1,nr,1,nr,2,nr,0,1,2,3,nr,nr,nr,nr,3,2,2,1,2,nr,0,3,
01-07-2013,19,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,0,1,nr,2,nr,2,nr,1,0,2,3,nr,nr,nr,nr,3,2,2,1,2,nr,0,3,
01-07-2013,20,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,1,2,2,nr,0,1,nr,2,nr,2,nr,0,0,2,3,nr,nr,nr,nr,2,3,2,1,3,nr,0,3,
01-07-2013,21,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,0,1,nr,1,nr,2,nr,0,0,1,3,nr,nr,nr,nr,2,2,2,2,3,nr,0,3,
01-07-2013,22,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,1,2,2,nr,0,1,nr,1,nr,2,nr,0,0,1,4,nr,nr,nr,nr,2,3,2,2,3,nr,0,2,
01-07-2013,23,nr,nr,nr,2,nr,1,nr,nr,nr,nr,nr,nr,nr,0,1,1,nr,0,1,nr,1,nr,2,nr,0,0,1,3,nr,nr,nr,nr,3,3,2,2,2,nr,0,2,
01-07-2013,24,nr,nr,nr,2,nr,3,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,0,1,nr,nr,nr,1,nr,0,0,1,2,nr,nr,nr,nr,2,3,1,1,2,nr,0,2,
02-07-2013,1,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,0,1,nr,nr,nr,1,nr,1,0,1,2,nr,nr,nr,nr,3,3,1,1,3,nr,0,3,
02-07-2013,2,nr,nr,nr,2,nr,3,nr,nr,nr,nr,nr,nr,nr,0,3,2,nr,1,1,nr,nr,nr,1,nr,1,0,2,2,nr,nr,nr,nr,2,3,1,2,2,nr,0,3,
02-07-2013,3,nr,nr,nr,2,nr,3,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,1,1,nr,nr,nr,1,nr,1,0,2,2,nr,nr,nr,nr,2,3,1,1,2,nr,1,3,
02-07-2013,4,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,nr,nr,0,3,2,nr,1,1,nr,nr,nr,1,nr,1,0,2,2,nr,nr,nr,nr,3,3,1,1,2,nr,1,4,
02-07-2013,5,nr,nr,nr,2,nr,2,nr,nr,nr,nr,nr,nr,nr,0,2,1,nr,1,2,nr,nr,nr,1,nr,1,0,3,2,nr,nr,nr,nr,5,8,1,1,2,nr,2,7,
