Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-11-2014,1,nr,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,11,12,nr,11,13,nr,nr,nr,nr,nr,nr,11,16,nr,nr,
01-11-2014,2,nr,nr,nr,3,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,4,6,nr,nr,nr,nr,nr,nr,5,nr,nr,6,14,nr,nr,
01-11-2014,3,nr,nr,nr,4,4,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,3,5,nr,6,6,nr,nr,nr,10,nr,nr,3,9,nr,nr,
01-11-2014,4,nr,nr,nr,6,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,5,11,nr,7,5,nr,nr,nr,5,nr,nr,1,nr,nr,nr,
01-11-2014,5,nr,nr,nr,13,4,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,6,5,nr,5,8,nr,nr,nr,8,nr,nr,8,5,nr,nr,
01-11-2014,6,nr,nr,nr,6,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,9,8,nr,6,10,nr,nr,nr,13,nr,nr,4,17,nr,nr,
01-11-2014,7,nr,nr,nr,13,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,11,10,nr,1,13,nr,nr,nr,17,nr,nr,nr,7,nr,nr,
01-11-2014,8,nr,nr,nr,18,10,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,9,8,nr,7,4,nr,nr,nr,15,nr,nr,10,24,nr,nr,
01-11-2014,9,nr,nr,nr,17,7,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,nr,2,2,nr,nr,nr,17,nr,nr,7,18,nr,nr,
01-11-2014,10,nr,nr,nr,13,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,7,13,nr,nr,nr,11,nr,nr,5,13,nr,nr,
01-11-2014,11,nr,nr,nr,18,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,9,4,nr,32,4,nr,nr,nr,25,nr,nr,3,18,nr,nr,
01-11-2014,12,nr,nr,nr,4,7,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,9,3,nr,9,3,nr,nr,nr,14,nr,nr,9,29,nr,nr,
