Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-05-2005,1,nr,nr,4,4,8,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,nr,9,nr,2,nr,3,nr,8,8,5,nr,nr,4,9,4,4,nr,nr,2,nr,nr,11,nr,6,13,
01-05-2005,2,nr,nr,3,4,4,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,nr,8,nr,1,nr,3,nr,8,7,4,nr,nr,4,9,5,4,nr,nr,1,nr,nr,11,nr,5,14,
01-05-2005,3,nr,nr,4,9,4,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,2,nr,2,nr,9,7,4,nr,nr,4,8,4,3,nr,nr,1,nr,nr,11,nr,4,13,
01-05-2005,4,nr,nr,3,11,4,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,1,nr,2,nr,9,9,4,nr,nr,4,9,4,3,nr,nr,0,nr,nr,11,nr,7,13,
01-05-2005,5,nr,nr,4,8,11,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,1,nr,2,nr,9,8,4,nr,nr,6,10,5,4,nr,nr,13,nr,nr,12,nr,8,11,
01-05-2005,6,nr,nr,3,6,26,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,nr,8,nr,1,nr,3,nr,9,8,8,nr,nr,5,21,4,4,nr,nr,12,nr,nr,10,nr,10,11,
01-05-2005,7,nr,nr,7,6,22,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,9,nr,2,nr,2,nr,9,9,10,nr,nr,4,21,4,5,nr,nr,10,nr,nr,10,nr,15,13,
01-05-2005,8,nr,nr,10,7,17,nr,nr,11,nr,nr,nr,nr,nr,nr,nr,nr,15,nr,5,nr,6,nr,10,10,18,nr,nr,7,20,5,10,nr,nr,12,nr,nr,16,nr,38,18,
01-05-2005,9,nr,nr,13,17,17,nr,nr,14,nr,nr,nr,nr,nr,nr,nr,nr,14,nr,8,nr,9,nr,10,11,26,nr,nr,8,18,7,7,nr,nr,15,nr,nr,13,nr,75,19,
01-05-2005,10,nr,nr,8,13,15,nr,nr,10,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,9,nr,8,nr,10,12,24,nr,nr,6,17,6,5,nr,nr,20,nr,nr,9,nr,86,18,
01-05-2005,11,nr,nr,5,11,10,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,10,nr,6,nr,5,nr,9,9,22,nr,nr,4,12,4,3,nr,nr,27,nr,nr,5,nr,40,17,
01-05-2005,12,nr,nr,3,10,7,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,9,nr,6,nr,3,nr,8,8,9,nr,nr,2,11,4,3,nr,nr,22,nr,nr,2,nr,18,11,
01-05-2005,13,nr,nr,2,8,6,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,3,nr,2,nr,7,8,5,nr,nr,2,9,5,2,nr,nr,11,nr,nr,2,nr,12,7,
01-05-2005,14,nr,nr,2,7,5,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,5,nr,2,nr,1,nr,7,7,4,nr,nr,2,8,5,1,nr,nr,6,nr,nr,1,nr,10,5,
01-05-2005,16,nr,nr,1,5,2,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,1,nr,0,nr,6,5,3,nr,nr,1,5,5,1,nr,nr,3,nr,nr,1,nr,9,1,
01-05-2005,17,nr,nr,1,4,0,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,0,nr,0,nr,5,4,3,nr,nr,0,3,5,0,nr,nr,0,nr,nr,2,nr,6,0,
01-05-2005,18,nr,nr,1,4,1,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,0,nr,0,nr,5,3,1,nr,nr,0,4,4,0,nr,nr,0,nr,nr,2,nr,6,0,
01-05-2005,19,nr,nr,1,3,1,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,0,nr,0,nr,5,4,2,nr,nr,0,4,4,0,nr,nr,0,nr,nr,4,nr,6,1,
01-05-2005,20,nr,nr,1,3,1,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,0,nr,0,nr,5,4,2,nr,nr,0,5,4,0,nr,nr,0,nr,nr,2,nr,6,2,
01-05-2005,21,nr,nr,1,3,2,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,0,nr,0,nr,6,5,2,nr,nr,0,5,4,0,nr,nr,1,nr,nr,3,nr,6,4,
