Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-04-2005,1,nr,nr,3,2,7,nr,nr,13,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,2,7,4,nr,nr,4,9,nr,nr,4,5,4,5,nr,3,1,nr,nr,5,2,4,18,
01-04-2005,2,nr,nr,3,2,10,nr,nr,16,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,3,7,6,nr,nr,4,8,nr,nr,4,5,3,8,nr,1,1,nr,nr,9,2,4,23,
01-04-2005,3,nr,nr,3,2,8,nr,nr,15,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,3,7,8,nr,nr,5,6,nr,nr,5,5,3,7,nr,0,1,nr,nr,9,1,5,25,
01-04-2005,4,nr,nr,4,2,8,nr,nr,13,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,3,16,8,nr,nr,4,7,nr,nr,5,4,3,5,nr,0,4,nr,nr,6,2,4,21,
01-04-2005,5,nr,nr,4,3,8,nr,nr,12,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,3,19,8,nr,nr,5,6,nr,nr,6,5,3,6,nr,0,1,nr,nr,6,0,5,21,
01-04-2005,6,nr,nr,6,3,9,nr,nr,12,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,4,18,8,nr,nr,4,7,nr,nr,7,6,3,7,nr,0,1,nr,nr,5,1,5,24,
01-04-2005,7,nr,nr,6,3,10,nr,nr,13,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,8,12,13,nr,nr,5,11,nr,nr,7,9,3,10,nr,2,5,nr,nr,7,8,10,30,
01-04-2005,8,nr,nr,10,3,12,nr,nr,15,nr,nr,nr,nr,nr,7,nr,nr,nr,nr,15,16,16,nr,nr,8,13,nr,nr,9,14,4,8,nr,3,6,nr,nr,9,7,7,42,
01-04-2005,9,nr,nr,11,15,15,nr,nr,19,nr,nr,nr,nr,nr,27,nr,nr,nr,nr,22,27,30,nr,nr,17,16,nr,nr,9,24,5,11,nr,8,10,nr,nr,9,25,16,42,
01-04-2005,10,nr,nr,22,30,64,nr,nr,23,nr,nr,nr,nr,nr,56,nr,nr,nr,nr,23,45,67,nr,nr,53,26,nr,nr,16,70,18,17,nr,47,34,nr,nr,13,24,54,41,
01-04-2005,11,nr,nr,11,12,16,nr,nr,42,nr,nr,nr,nr,nr,17,nr,nr,nr,nr,8,28,34,nr,nr,27,nr,nr,nr,34,24,15,39,nr,9,15,nr,nr,25,10,21,28,
01-04-2005,12,nr,nr,9,10,17,nr,nr,34,nr,nr,nr,nr,nr,6,nr,nr,nr,nr,11,18,19,nr,nr,19,nr,nr,nr,nr,17,12,25,nr,6,12,nr,nr,11,6,7,20,
