Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-08-2023,1,0,1,nr,nr,1,nr,2,1,2,nr,1,nr,nr,0,0,1,0,nr,nr,nr,nr,nr,nr,0,nr,0,1,0,1,1,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,5,nr,nr,1,0,nr,1,1,
01-08-2023,2,0,0,nr,nr,0,nr,2,1,2,nr,1,nr,nr,0,0,1,0,nr,nr,nr,nr,nr,nr,0,nr,0,1,0,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,4,nr,nr,1,0,nr,1,0,
01-08-2023,3,0,1,nr,nr,1,nr,nr,nr,3,nr,2,nr,nr,0,0,1,1,nr,nr,nr,nr,nr,nr,0,nr,nr,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,1,0,nr,1,0,
01-08-2023,4,0,1,nr,nr,1,nr,3,1,1,nr,2,nr,nr,0,0,1,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,4,nr,nr,1,0,nr,1,1,
01-08-2023,5,0,1,nr,nr,1,nr,3,nr,2,nr,2,nr,nr,0,0,1,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,1,0,nr,1,1,
01-08-2023,6,0,1,nr,nr,1,nr,3,1,2,nr,3,nr,nr,0,0,1,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,5,nr,nr,2,0,nr,1,1,
01-08-2023,7,0,1,nr,nr,1,nr,3,1,2,nr,3,nr,nr,0,1,2,1,nr,nr,nr,nr,nr,nr,0,nr,nr,1,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,5,nr,nr,2,0,nr,2,1,
01-08-2023,8,0,1,nr,nr,1,nr,3,1,2,nr,2,nr,nr,0,1,2,1,nr,nr,nr,nr,nr,nr,1,nr,0,1,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,2,1,nr,2,1,
01-08-2023,9,0,1,nr,nr,1,nr,4,1,2,nr,2,nr,nr,1,1,2,1,nr,nr,nr,nr,nr,nr,0,nr,0,1,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,3,1,nr,1,1,
01-08-2023,10,0,1,nr,nr,1,nr,4,nr,2,nr,2,nr,nr,0,1,2,1,nr,nr,nr,nr,nr,nr,1,nr,0,1,2,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,3,nr,nr,2,1,nr,1,1,
01-08-2023,11,0,1,nr,nr,nr,nr,3,1,2,nr,2,nr,nr,1,0,2,1,nr,nr,nr,nr,nr,nr,0,nr,0,2,1,1,1,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,nr,1,1,nr,1,1,
01-08-2023,12,nr,1,nr,nr,1,nr,3,1,2,nr,2,nr,nr,1,0,2,1,nr,nr,nr,nr,nr,nr,0,nr,0,1,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,3,nr,nr,1,1,nr,1,1,
01-08-2023,13,nr,1,nr,nr,1,nr,2,nr,2,nr,2,nr,nr,0,0,nr,1,nr,nr,nr,nr,nr,nr,0,nr,0,1,1,1,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,nr,1,0,nr,1,1,
01-08-2023,14,nr,1,nr,nr,1,nr,2,1,2,nr,2,nr,nr,1,0,nr,1,nr,nr,nr,nr,nr,nr,0,nr,0,1,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,1,0,nr,1,1,
01-08-2023,15,nr,1,nr,nr,1,nr,2,1,2,nr,2,nr,nr,1,0,2,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,1,0,nr,1,1,
01-08-2023,16,nr,1,nr,nr,1,nr,2,1,2,nr,2,nr,nr,1,1,1,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,1,0,nr,2,1,
01-08-2023,17,0,1,nr,nr,4,nr,2,nr,2,nr,2,nr,nr,1,8,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,0,1,1,1,0,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,1,nr,nr,3,2,
01-08-2023,18,0,1,nr,nr,3,nr,2,nr,2,nr,2,nr,nr,1,0,3,1,nr,nr,nr,nr,nr,nr,0,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,3,nr,nr,1,nr,nr,1,1,
01-08-2023,19,0,1,nr,nr,1,nr,2,1,2,nr,2,nr,nr,1,0,1,1,nr,nr,nr,nr,nr,nr,1,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,nr,1,nr,nr,1,2,
01-08-2023,20,0,1,nr,nr,1,nr,2,1,2,nr,2,nr,nr,1,0,2,1,nr,nr,nr,nr,nr,nr,1,nr,0,0,1,1,0,nr,0,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,nr,1,1,nr,1,1,
