Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-09-2010,1,0,nr,nr,0,2,nr,nr,0,nr,1,nr,nr,nr,3,nr,5,2,nr,nr,2,5,nr,3,1,0,nr,nr,4,2,0,3,nr,2,0,nr,nr,0,nr,nr,0,
01-09-2010,2,0,nr,nr,0,3,nr,nr,0,nr,1,nr,nr,nr,3,nr,4,2,nr,nr,1,5,nr,3,1,0,nr,nr,3,2,0,3,nr,2,0,nr,nr,1,nr,nr,0,
01-09-2010,3,0,nr,nr,0,5,nr,nr,0,nr,1,nr,nr,nr,2,nr,5,2,nr,nr,1,5,nr,3,1,0,nr,nr,3,2,0,3,nr,4,0,nr,nr,1,nr,nr,0,
01-09-2010,4,0,nr,nr,0,4,nr,nr,0,nr,1,nr,nr,nr,3,nr,4,2,nr,nr,0,5,nr,3,1,0,nr,nr,3,2,0,4,nr,4,0,nr,nr,1,nr,nr,0,
01-09-2010,5,0,nr,nr,0,4,nr,nr,0,nr,1,nr,nr,nr,3,nr,4,2,nr,nr,1,5,nr,3,1,0,nr,nr,3,2,0,4,nr,4,0,nr,nr,1,nr,nr,1,
01-09-2010,6,0,nr,nr,0,4,nr,nr,0,nr,1,nr,nr,nr,3,nr,5,2,nr,nr,1,6,nr,3,2,1,nr,nr,3,2,0,5,nr,3,1,nr,nr,2,nr,nr,3,
01-09-2010,7,0,nr,nr,0,3,nr,nr,0,nr,2,nr,nr,nr,3,nr,5,3,nr,nr,2,6,nr,3,2,1,nr,nr,4,2,0,5,nr,3,2,nr,nr,3,nr,nr,3,
01-09-2010,8,0,nr,nr,0,3,nr,nr,0,nr,1,nr,nr,nr,3,nr,6,5,nr,nr,3,8,nr,4,2,2,nr,nr,4,2,1,6,nr,3,1,nr,nr,3,nr,nr,3,
01-09-2010,9,0,nr,nr,0,3,nr,nr,0,nr,1,nr,nr,nr,3,nr,5,6,nr,nr,2,8,nr,3,2,1,nr,nr,4,2,1,5,nr,4,1,nr,nr,3,nr,nr,2,
01-09-2010,10,0,nr,nr,0,5,nr,nr,0,nr,1,nr,nr,nr,3,nr,6,4,nr,nr,1,7,nr,3,nr,1,nr,nr,4,3,nr,4,nr,7,0,nr,nr,3,nr,nr,3,
01-09-2010,11,0,nr,nr,0,4,nr,nr,0,nr,0,nr,nr,nr,3,nr,5,3,nr,nr,1,6,nr,3,nr,1,nr,nr,4,3,nr,4,nr,5,2,nr,nr,2,nr,nr,3,
01-09-2010,12,0,nr,nr,1,3,nr,nr,0,nr,0,nr,nr,nr,4,nr,5,3,nr,nr,1,6,nr,3,1,1,nr,nr,4,3,nr,3,nr,5,0,nr,nr,1,nr,nr,3,
01-09-2010,13,0,nr,nr,2,3,nr,nr,0,nr,nr,nr,nr,nr,4,nr,4,3,nr,nr,1,6,nr,3,1,2,nr,nr,4,3,nr,3,nr,3,0,nr,nr,1,nr,nr,2,
