Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-09-2010,1,2,nr,nr,20,nr,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,8,nr,3,nr,nr,nr,8,nr,nr,nr,6,nr,nr,
01-09-2010,2,2,nr,nr,16,nr,nr,nr,4,nr,nr,nr,nr,nr,nr,nr,nr,16,nr,7,nr,10,nr,nr,nr,11,nr,nr,nr,5,nr,nr,
01-09-2010,3,3,nr,nr,10,nr,nr,nr,3,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,1,nr,6,nr,nr,nr,11,nr,nr,nr,7,nr,nr,
01-09-2010,4,4,nr,nr,5,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,4,nr,5,nr,5,nr,nr,nr,14,nr,nr,nr,7,nr,nr,
01-09-2010,5,5,nr,nr,11,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,6,nr,5,nr,nr,nr,14,nr,nr,nr,5,nr,nr,
01-09-2010,6,7,nr,nr,11,nr,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,nr,11,nr,13,nr,5,nr,nr,nr,8,nr,nr,nr,6,nr,nr,
01-09-2010,7,7,nr,nr,16,nr,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,20,nr,12,nr,nr,nr,9,nr,nr,nr,13,nr,nr,
01-09-2010,8,9,nr,nr,13,nr,nr,nr,11,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,14,nr,12,nr,nr,nr,14,nr,nr,nr,15,nr,nr,
01-09-2010,9,9,nr,nr,14,nr,nr,nr,10,nr,nr,nr,nr,nr,nr,nr,nr,17,nr,15,nr,9,nr,nr,nr,18,nr,nr,nr,17,nr,nr,
01-09-2010,10,18,nr,nr,20,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,13,nr,21,nr,18,nr,nr,nr,15,nr,nr,nr,31,nr,nr,
01-09-2010,11,15,nr,nr,15,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,nr,nr,26,nr,18,nr,19,nr,nr,nr,25,nr,nr,nr,37,nr,nr,
01-09-2010,12,8,nr,nr,22,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,37,nr,28,nr,nr,nr,31,nr,nr,nr,21,nr,nr,
01-09-2010,13,15,nr,nr,25,nr,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,53,nr,20,nr,nr,nr,34,nr,nr,nr,8,nr,nr,
01-09-2010,14,18,nr,nr,32,nr,nr,nr,1,nr,nr,nr,nr,nr,nr,nr,nr,2,nr,44,nr,6,nr,nr,nr,36,nr,nr,nr,17,nr,nr,
01-09-2010,15,12,nr,nr,30,nr,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,nr,11,nr,36,nr,5,nr,nr,nr,53,nr,nr,nr,10,nr,nr,
01-09-2010,16,18,nr,nr,31,nr,nr,nr,11,nr,nr,nr,nr,nr,nr,nr,nr,21,nr,22,nr,13,nr,nr,nr,29,nr,nr,nr,11,nr,nr,
01-09-2010,17,12,nr,nr,9,nr,nr,nr,18,nr,nr,nr,nr,nr,nr,nr,nr,21,nr,11,nr,23,nr,nr,nr,25,nr,nr,nr,4,nr,nr,
01-09-2010,18,1,nr,nr,14,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,nr,6,nr,7,nr,11,nr,nr,nr,7,nr,nr,nr,9,nr,nr,
01-09-2010,19,2,nr,nr,17,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,nr,20,nr,14,nr,16,nr,nr,nr,22,nr,nr,nr,14,nr,nr,
01-09-2010,20,28,nr,nr,13,nr,nr,nr,14,nr,nr,nr,nr,nr,nr,nr,nr,27,nr,15,nr,14,nr,nr,nr,13,nr,nr,nr,14,nr,nr,
01-09-2010,21,23,nr,nr,19,nr,nr,nr,18,nr,nr,nr,nr,nr,nr,nr,nr,33,nr,25,nr,18,nr,nr,nr,14,nr,nr,nr,23,nr,nr,
01-09-2010,22,10,nr,nr,24,nr,nr,nr,18,nr,nr,nr,nr,nr,nr,nr,nr,33,nr,19,nr,25,nr,nr,nr,11,nr,nr,nr,33,nr,nr,
01-09-2010,23,7,nr,nr,20,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,nr,nr,5,nr,8,nr,30,nr,nr,nr,15,nr,nr,nr,30,nr,nr,
01-09-2010,24,4,nr,nr,11,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,nr,24,nr,5,nr,19,nr,nr,nr,11,nr,nr,nr,28,nr,nr,
