Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2017,1,1,0,nr,nr,0,nr,2,1,1,nr,1,1,nr,1,3,0,nr,nr,2,1,1,nr,0,nr,nr,1,1,1,1,1,nr,nr,nr,1,1,nr,nr,nr,nr,nr,2,1,nr,0,nr,nr,1,2,
01-06-2017,2,1,0,nr,nr,0,nr,2,1,1,nr,1,1,nr,1,2,1,nr,nr,1,1,1,nr,0,nr,nr,1,1,0,1,1,nr,nr,nr,1,1,nr,nr,nr,nr,nr,2,1,nr,0,nr,nr,1,2,
01-06-2017,3,1,0,nr,nr,0,nr,1,1,2,nr,1,1,nr,1,3,0,nr,nr,2,1,1,nr,0,nr,nr,1,1,0,1,0,nr,nr,nr,1,1,nr,nr,nr,nr,nr,2,1,nr,0,nr,nr,1,2,
01-06-2017,4,1,0,nr,nr,2,nr,1,1,1,nr,1,1,nr,1,6,0,nr,nr,2,1,2,nr,1,nr,nr,1,1,0,0,0,nr,nr,nr,1,1,nr,nr,nr,nr,nr,3,2,nr,1,nr,nr,3,2,
01-06-2017,5,1,0,nr,nr,12,nr,2,2,1,nr,1,1,nr,0,8,1,nr,nr,2,1,1,nr,2,nr,nr,1,1,0,0,0,nr,nr,nr,1,1,nr,nr,nr,nr,nr,12,6,nr,1,nr,nr,4,2,
01-06-2017,6,1,0,nr,nr,21,nr,6,4,3,nr,1,1,nr,1,7,14,nr,nr,3,1,1,nr,3,nr,nr,1,5,0,1,1,nr,nr,nr,1,1,nr,nr,nr,nr,nr,9,5,nr,1,nr,nr,3,3,
01-06-2017,7,1,1,nr,nr,41,nr,7,5,7,nr,1,3,nr,2,40,25,nr,nr,6,1,2,nr,2,nr,nr,3,12,0,2,6,nr,nr,nr,3,1,nr,nr,nr,nr,nr,7,6,nr,1,nr,nr,3,6,
01-06-2017,8,2,5,nr,nr,37,nr,11,7,12,nr,2,3,nr,5,28,42,nr,nr,8,1,6,nr,3,nr,nr,7,19,0,2,11,nr,nr,nr,8,3,nr,nr,nr,nr,nr,17,18,nr,2,nr,nr,4,6,
01-06-2017,9,2,8,nr,nr,48,nr,13,27,16,nr,2,2,nr,7,33,29,nr,nr,13,1,9,nr,4,nr,nr,12,23,1,3,19,nr,nr,nr,12,7,nr,nr,nr,nr,nr,42,18,nr,4,nr,nr,3,8,
01-06-2017,10,1,9,nr,nr,26,nr,9,20,15,nr,1,1,nr,7,23,21,nr,nr,16,2,9,nr,2,nr,nr,12,16,1,2,15,nr,nr,nr,9,6,nr,nr,nr,nr,nr,29,18,nr,4,nr,nr,2,nr,
01-06-2017,11,1,6,nr,nr,23,nr,10,10,9,nr,1,1,nr,8,13,20,nr,nr,10,4,8,nr,1,nr,nr,9,14,1,1,11,nr,nr,nr,8,7,nr,nr,nr,nr,nr,24,9,nr,4,nr,nr,2,nr,
01-06-2017,12,1,4,nr,nr,11,nr,7,6,5,nr,1,2,nr,12,6,15,nr,nr,6,4,4,nr,1,nr,nr,6,7,1,1,5,nr,nr,nr,10,5,nr,nr,nr,nr,nr,9,3,nr,3,nr,nr,2,nr,
01-06-2017,13,1,2,nr,nr,4,nr,3,5,3,nr,1,1,nr,8,4,5,nr,nr,3,5,3,nr,1,nr,nr,2,5,1,1,3,nr,nr,nr,7,2,nr,nr,nr,nr,nr,3,2,nr,2,nr,nr,1,nr,
01-06-2017,14,1,2,nr,nr,2,nr,2,3,2,nr,1,2,nr,5,10,2,nr,nr,2,4,2,nr,1,nr,nr,2,4,1,1,3,nr,nr,nr,5,1,nr,nr,nr,nr,nr,3,2,nr,2,nr,nr,2,2,
01-06-2017,15,1,1,nr,nr,2,nr,2,2,2,nr,1,2,nr,3,17,2,nr,nr,1,4,2,nr,1,nr,nr,2,2,1,1,1,nr,nr,nr,3,1,nr,nr,nr,nr,nr,4,2,nr,1,nr,nr,3,2,
01-06-2017,16,1,1,nr,nr,4,nr,1,2,2,nr,1,1,nr,3,4,1,nr,nr,1,3,2,nr,2,nr,nr,1,2,1,1,1,nr,nr,nr,2,1,nr,nr,nr,nr,nr,6,5,nr,1,nr,nr,2,4,
01-06-2017,17,1,1,nr,nr,2,nr,2,3,1,nr,1,1,nr,2,3,2,nr,nr,1,2,1,nr,1,nr,nr,2,1,1,0,1,nr,nr,nr,2,1,nr,nr,nr,nr,nr,3,2,nr,1,nr,nr,1,2,
01-06-2017,18,1,1,nr,nr,2,nr,2,2,1,nr,1,1,nr,3,3,2,nr,nr,1,2,1,nr,1,nr,nr,2,1,1,1,1,nr,nr,nr,2,1,nr,nr,nr,nr,nr,3,2,nr,1,nr,nr,1,2,
01-06-2017,19,1,1,nr,nr,1,nr,2,2,1,nr,1,1,nr,5,2,1,nr,nr,1,5,1,nr,1,nr,nr,1,1,1,0,1,nr,nr,nr,4,1,nr,nr,nr,nr,nr,3,2,nr,1,nr,nr,1,2,
01-06-2017,20,1,2,nr,nr,1,nr,1,2,2,nr,1,1,nr,3,2,1,nr,nr,2,6,2,nr,1,nr,nr,2,1,1,0,2,nr,nr,nr,2,1,nr,nr,nr,nr,nr,2,2,nr,1,nr,nr,1,2,
01-06-2017,21,1,2,nr,nr,1,nr,2,2,1,nr,2,1,nr,1,3,1,nr,nr,2,3,2,nr,1,nr,nr,2,1,1,0,1,nr,nr,nr,2,1,nr,nr,nr,nr,nr,2,1,nr,1,nr,nr,1,2,
