Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-10-2012,1,nr,nr,nr,28,nr,nr,nr,18,nr,nr,nr,28,nr,nr,nr,18,29,15,22,28,8,nr,nr,nr,23,nr,nr,21,32,nr,32,
01-10-2012,2,nr,nr,nr,39,nr,nr,nr,17,nr,nr,nr,32,nr,nr,nr,28,23,7,18,13,18,nr,nr,nr,20,nr,nr,24,34,nr,17,
01-10-2012,3,nr,nr,nr,20,nr,nr,nr,26,nr,nr,nr,28,nr,nr,nr,24,30,19,13,21,18,nr,nr,nr,21,nr,nr,16,28,nr,4,
01-10-2012,4,nr,nr,nr,40,nr,nr,nr,26,nr,nr,nr,11,nr,nr,nr,22,19,7,12,22,13,nr,nr,nr,19,nr,nr,22,30,nr,19,
01-10-2012,5,nr,nr,nr,43,nr,nr,nr,21,nr,nr,nr,14,nr,nr,nr,21,18,7,13,10,15,nr,nr,nr,13,nr,nr,14,28,nr,48,
01-10-2012,6,nr,nr,nr,21,nr,nr,nr,22,nr,nr,nr,15,nr,nr,nr,20,25,20,14,19,18,nr,nr,nr,34,nr,nr,17,18,nr,42,
01-10-2012,7,nr,nr,nr,31,nr,nr,nr,26,nr,nr,nr,20,nr,nr,nr,22,22,17,15,25,22,nr,nr,nr,25,nr,nr,20,nr,nr,21,
01-10-2012,8,nr,nr,nr,32,nr,nr,nr,26,nr,nr,nr,15,nr,nr,nr,16,24,20,14,27,13,nr,nr,nr,47,nr,nr,24,nr,nr,44,
01-10-2012,9,nr,nr,nr,35,nr,nr,nr,nr,nr,nr,nr,28,nr,nr,nr,36,18,9,26,36,13,nr,nr,nr,44,nr,nr,20,nr,nr,29,
01-10-2012,10,nr,nr,nr,34,nr,nr,nr,nr,nr,nr,nr,56,nr,nr,nr,34,17,17,35,27,21,nr,nr,nr,57,nr,nr,40,nr,nr,54,
01-10-2012,11,nr,nr,nr,41,nr,nr,nr,nr,nr,nr,nr,73,nr,nr,nr,41,26,43,34,26,23,nr,nr,nr,60,nr,nr,42,nr,nr,41,
01-10-2012,12,nr,nr,nr,49,nr,nr,nr,nr,nr,nr,nr,10,nr,nr,nr,43,25,59,53,37,27,nr,nr,nr,47,nr,nr,46,nr,nr,52,
