Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-09-2014,1,1,nr,nr,0,nr,3,1,nr,nr,1,nr,nr,1,1,2,1,nr,1,nr,nr,2,1,1,nr,nr,nr,0,1,nr,2,nr,nr,4,1,1,1,1,nr,2,1,
01-09-2014,2,1,nr,nr,0,nr,3,1,nr,nr,1,nr,nr,2,1,2,1,nr,1,nr,nr,3,1,1,nr,nr,nr,0,0,nr,1,nr,nr,3,1,0,1,2,nr,1,1,
01-09-2014,3,1,nr,nr,0,nr,3,1,nr,nr,1,nr,nr,2,1,2,1,nr,1,nr,nr,3,0,1,nr,nr,nr,0,1,nr,1,nr,nr,2,1,0,1,2,nr,2,1,
01-09-2014,4,1,nr,nr,0,nr,3,1,nr,nr,1,nr,nr,1,1,2,1,nr,1,nr,nr,3,0,1,nr,nr,nr,0,0,nr,1,nr,nr,2,1,1,1,2,nr,2,1,
01-09-2014,5,1,nr,nr,0,nr,2,1,nr,nr,0,nr,nr,0,1,2,2,nr,1,nr,nr,3,0,1,nr,nr,nr,1,1,nr,1,nr,nr,2,1,1,1,2,nr,1,1,
01-09-2014,6,1,nr,nr,1,nr,3,1,nr,nr,1,nr,nr,1,2,2,1,nr,1,nr,nr,4,1,1,nr,nr,nr,1,1,nr,1,nr,nr,3,2,1,1,3,nr,1,4,
01-09-2014,7,1,nr,nr,2,nr,4,1,nr,nr,2,nr,nr,2,3,3,3,nr,1,nr,nr,4,1,2,nr,nr,nr,2,2,nr,1,nr,nr,5,2,1,1,4,nr,1,4,
01-09-2014,8,2,nr,nr,1,nr,6,2,nr,nr,2,nr,nr,4,3,4,3,nr,2,nr,nr,4,1,2,nr,nr,nr,2,2,nr,2,nr,nr,5,2,1,2,3,nr,1,4,
01-09-2014,9,1,nr,nr,2,nr,5,3,nr,nr,1,nr,nr,7,3,4,3,nr,2,nr,nr,4,1,3,nr,nr,nr,2,3,nr,2,nr,nr,5,1,2,3,2,nr,1,4,
01-09-2014,10,1,nr,nr,3,nr,4,2,nr,nr,1,nr,nr,5,4,4,2,nr,1,nr,nr,3,1,2,nr,nr,nr,2,2,nr,2,nr,nr,4,3,nr,2,2,nr,1,3,
