Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2017,1,nr,1,nr,nr,2,nr,nr,3,1,nr,nr,4,nr,2,2,2,nr,nr,nr,1,9,nr,4,4,nr,5,2,nr,5,1,nr,nr,4,1,2,nr,nr,3,nr,nr,4,5,nr,1,4,nr,nr,4,
01-01-2017,2,nr,1,nr,nr,2,nr,nr,4,1,nr,nr,3,nr,2,1,2,nr,nr,1,1,12,nr,6,5,nr,6,3,nr,7,1,nr,nr,6,1,3,nr,nr,4,nr,nr,3,7,nr,2,5,nr,nr,8,
01-01-2017,3,nr,1,nr,nr,2,nr,nr,3,1,nr,nr,3,nr,2,1,3,nr,nr,2,1,15,nr,6,5,nr,5,4,nr,8,2,nr,nr,5,1,3,nr,nr,5,nr,nr,2,7,nr,2,8,nr,nr,10,
01-01-2017,4,2,1,nr,nr,2,nr,nr,3,1,nr,2,2,nr,2,1,2,nr,nr,2,1,13,nr,7,12,nr,5,3,1,8,2,nr,nr,6,1,3,nr,nr,3,nr,nr,3,7,nr,2,5,nr,nr,9,
01-01-2017,5,2,1,nr,nr,2,nr,nr,4,1,nr,4,4,nr,1,1,2,nr,nr,2,1,5,nr,6,5,nr,5,3,1,5,1,nr,nr,6,1,3,nr,nr,1,nr,nr,3,6,nr,2,4,nr,nr,7,
01-01-2017,6,1,1,nr,nr,1,nr,nr,3,1,nr,2,3,nr,1,1,2,nr,nr,2,1,4,nr,7,5,nr,5,2,1,4,1,nr,nr,7,1,2,nr,nr,1,nr,nr,3,5,nr,1,3,nr,nr,6,
01-01-2017,7,1,1,nr,nr,1,nr,nr,2,1,nr,2,2,nr,1,2,2,nr,nr,2,1,3,nr,6,4,nr,5,2,1,3,1,nr,nr,8,1,2,nr,nr,1,nr,nr,4,5,nr,1,3,nr,nr,5,
01-01-2017,8,1,1,nr,nr,1,nr,nr,1,1,nr,2,2,nr,1,1,1,nr,nr,2,1,3,nr,6,4,nr,4,2,1,3,1,nr,nr,9,1,2,nr,nr,1,nr,nr,2,4,nr,1,3,nr,nr,5,
01-01-2017,9,1,1,nr,nr,2,nr,nr,2,1,nr,3,2,nr,1,3,3,nr,nr,2,1,4,nr,6,4,nr,5,3,1,4,1,nr,nr,10,1,4,nr,nr,2,nr,nr,4,4,nr,1,3,nr,nr,6,
01-01-2017,10,2,1,nr,nr,5,nr,nr,2,1,nr,4,2,nr,1,6,3,nr,nr,3,1,4,nr,7,5,nr,7,3,2,4,1,nr,nr,8,1,4,nr,nr,2,nr,nr,4,5,nr,2,3,nr,nr,6,
01-01-2017,11,3,1,nr,nr,4,nr,nr,2,2,nr,3,2,nr,1,5,2,nr,nr,3,1,3,nr,7,4,nr,6,3,2,4,1,nr,nr,7,1,5,nr,nr,2,nr,nr,3,6,nr,2,3,nr,nr,5,
01-01-2017,12,2,1,nr,nr,3,nr,nr,2,1,nr,4,2,nr,1,4,2,nr,nr,2,1,3,nr,4,4,nr,4,3,2,3,1,nr,nr,7,1,3,nr,nr,1,nr,nr,3,5,nr,1,2,nr,nr,4,
01-01-2017,13,2,1,nr,nr,2,nr,nr,2,1,nr,2,1,nr,1,2,2,nr,nr,2,2,3,nr,3,2,nr,3,2,2,2,1,nr,nr,6,1,2,nr,nr,0,nr,nr,3,3,nr,1,3,nr,nr,3,
01-01-2017,14,1,1,nr,nr,2,nr,nr,2,1,nr,2,1,nr,1,2,2,nr,nr,1,1,2,nr,3,2,nr,3,2,1,1,1,nr,nr,6,1,2,nr,nr,0,nr,nr,2,3,nr,1,2,nr,nr,2,
01-01-2017,15,1,1,nr,nr,1,nr,nr,1,1,nr,2,1,nr,1,2,1,nr,nr,1,1,2,nr,2,2,nr,3,2,1,1,1,nr,nr,6,1,1,nr,nr,0,nr,nr,1,3,nr,0,2,nr,nr,2,
01-01-2017,16,1,1,nr,nr,1,nr,nr,1,1,nr,2,1,nr,1,2,1,nr,nr,1,1,2,nr,2,2,nr,3,1,1,0,1,nr,nr,6,1,1,nr,nr,0,nr,nr,1,3,nr,0,1,nr,nr,2,
01-01-2017,17,1,1,nr,nr,1,nr,nr,1,1,nr,1,1,nr,1,2,1,nr,nr,1,1,2,nr,2,2,nr,2,1,1,0,1,nr,nr,5,1,1,nr,nr,nr,nr,nr,1,3,nr,0,1,nr,nr,1,
01-01-2017,18,1,1,nr,nr,1,nr,nr,1,1,nr,1,1,nr,1,2,1,nr,nr,1,1,2,nr,1,1,nr,2,1,1,0,0,nr,nr,4,1,1,nr,nr,0,nr,nr,1,3,nr,0,1,nr,nr,1,
01-01-2017,19,1,1,nr,nr,1,nr,nr,1,1,nr,2,1,nr,1,2,1,nr,nr,1,1,1,nr,2,2,nr,2,2,1,0,0,nr,nr,4,0,1,nr,nr,0,nr,nr,1,3,nr,0,2,nr,nr,1,
01-01-2017,20,1,1,nr,nr,1,nr,nr,1,1,nr,2,2,nr,1,4,2,nr,nr,1,1,3,nr,2,2,nr,2,2,1,1,0,nr,nr,2,1,2,nr,nr,0,nr,nr,2,3,nr,0,1,nr,nr,1,
01-01-2017,21,1,1,nr,nr,1,nr,nr,1,1,nr,2,2,nr,1,9,2,nr,nr,1,1,3,nr,2,2,nr,2,1,1,1,0,nr,nr,2,1,2,nr,nr,0,nr,nr,2,5,nr,1,2,nr,nr,1,
01-01-2017,22,1,1,nr,nr,1,nr,nr,1,1,nr,2,1,nr,1,3,2,nr,nr,1,1,3,nr,2,2,nr,3,2,1,1,1,nr,nr,2,0,2,nr,nr,0,nr,nr,1,4,nr,1,2,nr,nr,2,
