Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-11-2007,1,1,nr,4,2,7,nr,nr,8,nr,nr,nr,nr,nr,6,nr,10,17,6,6,11,19,nr,2,7,2,nr,nr,5,5,1,5,nr,24,9,nr,nr,14,5,10,5,
01-11-2007,2,0,nr,4,3,4,nr,nr,9,nr,nr,nr,nr,nr,5,nr,11,14,12,5,19,18,nr,2,6,9,nr,nr,4,4,0,3,nr,19,13,nr,nr,10,11,7,4,
01-11-2007,3,0,nr,4,14,4,nr,nr,6,nr,nr,nr,nr,nr,6,nr,13,12,12,5,15,16,nr,2,6,9,nr,nr,3,4,0,2,nr,17,13,nr,nr,7,13,6,10,
01-11-2007,4,0,nr,4,18,5,nr,nr,5,nr,nr,nr,nr,nr,8,nr,5,11,11,5,22,15,nr,3,6,7,nr,nr,4,4,1,1,nr,24,16,nr,nr,10,18,11,8,
01-11-2007,5,0,nr,3,12,4,nr,nr,6,nr,nr,nr,nr,nr,8,nr,8,10,11,8,10,15,nr,2,7,1,nr,nr,6,3,1,2,nr,25,15,nr,nr,10,15,9,8,
01-11-2007,6,0,nr,4,5,4,nr,nr,6,nr,nr,nr,nr,nr,7,nr,6,8,12,12,7,9,nr,2,6,3,nr,nr,6,3,2,6,nr,18,15,nr,nr,9,8,6,7,
01-11-2007,7,0,nr,5,2,5,nr,nr,5,nr,nr,nr,nr,nr,9,nr,4,7,12,12,10,9,nr,2,7,6,nr,nr,7,4,4,5,nr,20,10,nr,nr,7,16,9,10,
01-11-2007,8,1,nr,8,6,8,nr,nr,10,nr,nr,nr,nr,nr,14,nr,9,17,13,16,19,16,nr,4,9,10,nr,nr,10,6,5,9,nr,18,12,nr,nr,12,22,9,28,
01-11-2007,9,1,nr,11,53,35,nr,nr,12,nr,nr,nr,nr,nr,24,nr,14,41,20,19,29,23,nr,6,12,17,nr,nr,13,19,7,13,nr,45,27,nr,nr,11,64,14,24,
01-11-2007,10,0,nr,11,125,85,nr,nr,15,nr,nr,nr,nr,nr,84,nr,19,54,27,19,29,51,nr,8,16,13,nr,nr,13,56,10,16,nr,72,58,nr,nr,16,55,3,19,
01-11-2007,11,0,nr,9,63,54,nr,nr,12,nr,nr,nr,nr,nr,76,nr,27,34,nr,18,31,34,nr,8,19,19,nr,nr,nr,36,9,14,nr,39,62,nr,nr,14,30,22,22,
01-11-2007,12,1,nr,14,20,24,nr,nr,12,nr,nr,nr,nr,nr,37,nr,23,27,nr,21,32,25,nr,13,25,5,nr,nr,nr,27,6,20,nr,33,30,nr,nr,13,21,13,25,
01-11-2007,13,1,nr,10,12,19,nr,nr,10,nr,nr,nr,nr,nr,24,nr,13,19,8,19,19,20,nr,16,21,2,nr,nr,nr,22,4,15,nr,24,22,nr,nr,11,17,8,nr,
01-11-2007,14,1,nr,4,2,10,nr,nr,7,nr,nr,nr,nr,nr,12,nr,8,16,6,11,16,15,nr,14,17,1,nr,nr,12,11,3,10,nr,16,10,nr,nr,9,9,2,nr,
01-11-2007,16,0,nr,3,4,1,nr,nr,4,nr,nr,nr,nr,nr,5,nr,0,2,4,5,2,4,nr,9,10,0,nr,nr,8,5,0,5,nr,7,6,nr,nr,5,nr,3,3,
01-11-2007,17,0,nr,nr,19,3,nr,nr,3,nr,nr,nr,nr,nr,12,nr,0,3,4,4,2,4,nr,4,7,0,nr,nr,3,6,0,2,nr,10,3,nr,nr,5,nr,1,4,
01-11-2007,18,0,nr,nr,25,0,nr,nr,3,nr,nr,nr,nr,nr,15,nr,0,2,4,4,2,3,nr,nr,10,0,nr,nr,4,10,0,3,nr,6,3,nr,nr,5,nr,1,4,
01-11-2007,19,0,nr,nr,10,0,nr,nr,4,nr,nr,nr,nr,nr,34,nr,0,3,6,4,2,5,nr,18,19,1,nr,nr,2,2,0,3,nr,9,3,nr,nr,6,nr,1,4,
01-11-2007,20,0,nr,nr,19,1,nr,nr,3,nr,nr,nr,nr,nr,46,nr,0,3,7,5,3,6,nr,28,28,1,nr,nr,17,11,0,3,nr,8,4,nr,nr,6,nr,1,6,
01-11-2007,21,0,nr,nr,29,15,nr,nr,3,nr,nr,nr,nr,nr,41,nr,0,4,6,6,3,5,nr,21,24,1,nr,nr,19,25,7,6,nr,24,4,nr,nr,5,nr,2,5,
01-11-2007,22,0,nr,nr,49,23,nr,nr,6,nr,nr,nr,nr,nr,46,nr,5,6,6,6,3,5,nr,16,22,1,nr,nr,18,19,12,12,nr,42,4,nr,nr,6,nr,2,6,
01-11-2007,23,0,nr,5,65,58,nr,nr,6,nr,nr,nr,nr,nr,55,nr,6,7,7,5,3,5,nr,13,21,1,nr,nr,16,44,9,9,nr,77,10,nr,nr,6,nr,22,6,
01-11-2007,24,0,nr,4,93,64,nr,nr,11,nr,nr,nr,nr,nr,63,nr,21,22,9,6,10,23,nr,7,22,3,nr,nr,17,56,7,15,nr,75,28,nr,nr,12,nr,22,5,
02-11-2007,1,0,nr,15,91,91,nr,nr,16,nr,nr,nr,nr,nr,25,nr,38,47,9,6,54,61,nr,5,19,3,nr,nr,12,37,8,22,nr,113,61,nr,nr,31,nr,23,8,
02-11-2007,2,2,nr,28,26,68,nr,nr,18,nr,nr,nr,nr,nr,13,nr,53,73,12,9,96,93,nr,3,9,5,nr,nr,9,9,7,14,nr,96,75,nr,nr,19,nr,44,10,
