Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-09-2009,1,nr,nr,nr,nr,nr,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,4,29,nr,8,nr,nr,nr,nr,nr,10,nr,nr,nr,17,nr,nr,
01-09-2009,2,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,7,8,nr,10,nr,nr,nr,nr,nr,9,nr,nr,nr,16,nr,nr,
01-09-2009,3,nr,nr,nr,nr,nr,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,9,1,nr,8,nr,nr,nr,nr,nr,7,nr,nr,nr,14,nr,nr,
01-09-2009,4,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,3,nr,nr,10,nr,nr,nr,nr,nr,3,nr,nr,nr,9,nr,nr,
01-09-2009,5,nr,nr,nr,nr,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,5,32,nr,9,nr,nr,nr,nr,nr,12,nr,nr,nr,15,nr,nr,
01-09-2009,6,nr,nr,nr,nr,nr,nr,nr,7,nr,nr,nr,nr,nr,nr,nr,14,7,nr,12,nr,nr,nr,nr,nr,14,nr,nr,nr,13,nr,nr,
01-09-2009,7,nr,nr,nr,nr,nr,nr,nr,10,nr,nr,nr,nr,nr,nr,nr,14,36,nr,12,nr,nr,nr,nr,nr,14,nr,nr,nr,20,nr,nr,
01-09-2009,8,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,14,26,nr,17,nr,nr,nr,nr,nr,15,nr,nr,nr,11,nr,nr,
01-09-2009,9,nr,nr,nr,nr,nr,nr,nr,14,nr,nr,nr,nr,nr,nr,nr,13,43,nr,20,nr,nr,nr,nr,nr,15,nr,nr,nr,15,nr,nr,
01-09-2009,10,nr,nr,nr,nr,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,10,15,nr,34,nr,nr,nr,nr,nr,23,nr,nr,nr,nr,nr,nr,
01-09-2009,11,nr,nr,nr,nr,nr,nr,nr,23,nr,nr,nr,nr,nr,nr,nr,21,42,nr,22,nr,nr,nr,nr,nr,31,nr,nr,nr,nr,nr,nr,
01-09-2009,12,nr,nr,nr,nr,nr,nr,nr,22,nr,nr,nr,nr,nr,nr,nr,25,45,nr,25,nr,nr,nr,nr,nr,30,nr,nr,nr,nr,nr,nr,
01-09-2009,13,nr,nr,nr,nr,nr,nr,nr,27,nr,nr,nr,nr,nr,nr,nr,34,22,nr,20,nr,nr,nr,nr,nr,30,nr,nr,nr,33,nr,nr,
01-09-2009,14,nr,nr,nr,nr,nr,nr,nr,36,nr,nr,nr,nr,nr,nr,nr,21,nr,nr,12,nr,nr,nr,nr,nr,30,nr,nr,nr,18,nr,nr,
01-09-2009,15,nr,nr,nr,nr,nr,nr,nr,30,nr,nr,nr,nr,nr,nr,nr,8,5,nr,12,nr,nr,nr,nr,nr,22,nr,nr,nr,6,nr,nr,
