Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-11-2005,1,nr,nr,nr,14,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,nr,15,nr,nr,14,nr,5,nr,nr,nr,15,nr,nr,nr,8,nr,nr,
01-11-2005,2,nr,nr,nr,10,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,17,nr,nr,15,nr,5,nr,nr,nr,21,nr,nr,nr,12,nr,nr,
01-11-2005,3,nr,nr,nr,24,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,15,nr,8,nr,nr,nr,21,nr,nr,nr,19,nr,nr,
01-11-2005,4,nr,nr,nr,22,nr,nr,nr,13,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,16,nr,9,nr,nr,nr,18,nr,nr,nr,20,nr,nr,
01-11-2005,5,nr,nr,nr,20,nr,nr,nr,13,nr,nr,nr,nr,nr,nr,nr,20,nr,nr,15,nr,10,nr,nr,nr,19,nr,nr,nr,24,nr,nr,
01-11-2005,6,nr,nr,nr,22,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,18,nr,nr,16,nr,10,nr,nr,nr,26,nr,nr,nr,22,nr,nr,
01-11-2005,7,nr,nr,nr,21,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,20,nr,nr,17,nr,12,nr,nr,nr,34,nr,nr,nr,17,nr,nr,
01-11-2005,8,nr,nr,nr,30,nr,nr,nr,23,nr,nr,nr,nr,nr,nr,nr,21,nr,nr,20,nr,12,nr,nr,nr,30,nr,nr,nr,9,nr,nr,
01-11-2005,9,nr,nr,nr,25,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,28,nr,nr,16,nr,9,nr,nr,nr,17,nr,nr,nr,9,nr,nr,
01-11-2005,10,nr,nr,nr,17,nr,nr,nr,13,nr,nr,nr,nr,nr,nr,nr,10,nr,nr,12,nr,7,nr,nr,nr,nr,nr,nr,nr,4,nr,nr,
01-11-2005,11,nr,nr,nr,12,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,12,nr,nr,nr,nr,nr,nr,nr,5,nr,nr,
01-11-2005,12,nr,nr,nr,6,nr,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1,nr,17,nr,nr,nr,nr,nr,nr,nr,9,nr,nr,
01-11-2005,13,nr,nr,nr,3,nr,nr,nr,5,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,15,nr,nr,nr,12,nr,nr,nr,6,nr,nr,
01-11-2005,14,nr,nr,nr,1,nr,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,15,nr,nr,1,nr,5,nr,nr,nr,13,nr,nr,nr,6,nr,nr,
01-11-2005,16,nr,nr,nr,7,nr,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,10,nr,nr,nr,nr,nr,14,nr,nr,nr,1,nr,nr,
01-11-2005,17,nr,nr,nr,4,nr,nr,nr,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,7,nr,1,nr,nr,nr,15,nr,nr,nr,9,nr,nr,
01-11-2005,18,nr,nr,nr,10,nr,nr,nr,11,nr,nr,nr,nr,nr,nr,nr,15,nr,nr,11,nr,4,nr,nr,nr,15,nr,nr,nr,15,nr,nr,
01-11-2005,19,nr,nr,nr,19,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,16,nr,nr,15,nr,9,nr,nr,nr,16,nr,nr,nr,17,nr,nr,
01-11-2005,20,nr,nr,nr,26,nr,nr,nr,13,nr,nr,nr,nr,nr,nr,nr,17,nr,nr,14,nr,13,nr,nr,nr,19,nr,nr,nr,21,nr,nr,
01-11-2005,21,nr,nr,nr,25,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,nr,17,nr,nr,13,nr,20,nr,nr,nr,19,nr,nr,nr,18,nr,nr,
01-11-2005,22,nr,nr,nr,15,nr,nr,nr,11,nr,nr,nr,nr,nr,nr,nr,16,nr,nr,13,nr,20,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,
01-11-2005,23,nr,nr,nr,14,nr,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,13,nr,nr,15,nr,17,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,
01-11-2005,24,nr,nr,nr,12,nr,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,11,nr,nr,16,nr,10,nr,nr,nr,9,nr,nr,nr,nr,nr,nr,
02-11-2005,1,nr,nr,nr,9,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,11,nr,nr,18,nr,3,nr,nr,nr,10,nr,nr,nr,13,nr,nr,
02-11-2005,2,nr,nr,nr,4,nr,nr,nr,6,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,15,nr,nr,nr,nr,nr,12,nr,nr,nr,15,nr,nr,
02-11-2005,3,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,15,nr,nr,16,nr,nr,nr,nr,nr,19,nr,nr,nr,7,nr,nr,
02-11-2005,4,nr,nr,nr,18,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,14,nr,nr,15,nr,nr,nr,nr,nr,32,nr,nr,nr,12,nr,nr,
02-11-2005,5,nr,nr,nr,20,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,18,nr,nr,12,nr,1,nr,nr,nr,24,nr,nr,nr,6,nr,nr,
02-11-2005,6,nr,nr,nr,22,nr,nr,nr,8,nr,nr,nr,nr,nr,nr,nr,22,nr,nr,11,nr,5,nr,nr,nr,20,nr,nr,nr,16,nr,nr,
02-11-2005,7,nr,nr,nr,23,nr,nr,nr,10,nr,nr,nr,nr,nr,nr,nr,33,nr,nr,10,nr,3,nr,nr,nr,19,nr,nr,nr,20,nr,nr,
02-11-2005,8,nr,nr,nr,24,nr,nr,nr,17,nr,nr,nr,nr,nr,nr,nr,38,nr,nr,17,nr,4,nr,nr,nr,14,nr,nr,nr,23,nr,nr,
02-11-2005,9,nr,nr,nr,16,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,34,nr,nr,24,nr,7,nr,nr,nr,23,nr,nr,nr,19,nr,nr,
02-11-2005,10,nr,nr,nr,24,nr,nr,nr,20,nr,nr,nr,nr,nr,nr,nr,37,nr,nr,27,nr,21,nr,nr,nr,29,nr,nr,nr,21,nr,nr,
02-11-2005,11,nr,nr,nr,9,nr,nr,nr,22,nr,nr,nr,nr,nr,nr,nr,36,nr,nr,30,nr,43,nr,nr,nr,26,nr,nr,nr,29,nr,nr,
