Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2005,1,nr,nr,5,27,34,nr,nr,1,nr,nr,nr,nr,nr,34,nr,nr,26,4,4,36,29,nr,20,nr,9,nr,nr,5,15,6,6,nr,nr,15,nr,nr,5,23,11,5,
01-12-2005,2,nr,nr,5,27,23,nr,nr,1,nr,nr,nr,nr,nr,28,nr,nr,27,3,4,28,30,nr,16,nr,7,nr,nr,6,13,4,8,nr,nr,14,nr,nr,4,19,13,4,
01-12-2005,3,nr,nr,4,22,16,nr,nr,1,nr,nr,nr,nr,nr,20,nr,nr,26,4,6,25,22,nr,14,nr,6,nr,nr,6,9,6,8,nr,nr,13,nr,nr,5,25,14,7,
01-12-2005,4,nr,nr,3,16,11,nr,nr,0,nr,nr,nr,nr,nr,14,nr,nr,20,5,6,20,17,nr,12,nr,7,nr,nr,5,5,3,6,nr,nr,15,nr,nr,5,23,17,7,
01-12-2005,5,nr,nr,4,9,7,nr,nr,0,nr,nr,nr,nr,nr,8,nr,nr,14,6,6,10,17,nr,11,nr,7,nr,nr,5,3,4,5,nr,nr,15,nr,nr,4,20,17,6,
01-12-2005,6,nr,nr,3,6,5,nr,nr,0,nr,nr,nr,nr,nr,6,nr,nr,11,5,6,10,20,nr,10,nr,8,nr,nr,5,1,4,6,nr,nr,12,nr,nr,5,16,14,6,
01-12-2005,7,nr,nr,7,7,5,nr,nr,1,nr,nr,nr,nr,nr,8,nr,nr,11,8,8,14,22,nr,11,nr,8,nr,nr,5,1,5,6,nr,nr,11,nr,nr,5,17,14,9,
01-12-2005,8,nr,nr,11,9,8,nr,nr,3,nr,nr,nr,nr,nr,17,nr,nr,17,9,12,20,28,nr,16,nr,14,nr,nr,8,3,5,7,nr,nr,12,nr,nr,10,23,17,16,
01-12-2005,9,nr,nr,14,14,12,nr,nr,6,nr,nr,nr,nr,nr,28,nr,nr,25,11,20,23,36,nr,21,nr,20,nr,nr,9,15,10,9,nr,nr,16,nr,nr,14,32,20,38,
01-12-2005,10,nr,nr,14,23,14,nr,nr,8,nr,nr,nr,nr,nr,27,nr,nr,24,11,21,21,39,nr,23,nr,18,nr,nr,10,11,13,12,nr,nr,20,nr,nr,15,32,18,36,
01-12-2005,11,nr,nr,13,18,16,nr,nr,9,nr,nr,nr,nr,nr,24,nr,nr,21,27,22,20,40,nr,23,nr,28,nr,nr,11,11,14,14,nr,nr,26,nr,nr,13,30,24,28,
01-12-2005,12,nr,nr,11,nr,17,nr,nr,8,nr,nr,nr,nr,nr,16,nr,nr,nr,41,20,17,38,nr,21,nr,nr,nr,nr,10,11,12,13,nr,nr,52,nr,nr,12,42,34,25,
01-12-2005,13,nr,nr,14,nr,19,nr,nr,8,nr,nr,nr,nr,nr,17,nr,nr,nr,25,13,14,28,nr,18,nr,nr,nr,nr,7,13,10,11,nr,nr,18,nr,nr,10,27,42,26,
01-12-2005,14,nr,nr,nr,nr,14,nr,nr,11,nr,nr,nr,nr,nr,15,nr,nr,nr,21,16,17,26,nr,18,nr,22,nr,nr,6,12,12,12,nr,nr,15,nr,nr,14,19,33,25,
01-12-2005,16,nr,nr,12,17,13,nr,nr,11,nr,nr,nr,nr,nr,10,nr,nr,15,8,14,17,20,nr,nr,12,13,nr,nr,10,8,12,15,nr,nr,14,nr,nr,11,14,18,12,
01-12-2005,17,nr,nr,10,15,14,nr,nr,7,nr,nr,nr,nr,nr,12,nr,nr,15,7,12,17,19,nr,nr,11,10,nr,nr,10,11,9,15,nr,nr,11,nr,nr,8,11,22,10,
01-12-2005,18,nr,nr,11,32,12,nr,nr,6,nr,nr,nr,nr,nr,10,nr,nr,16,4,13,17,nr,nr,10,11,9,nr,nr,10,7,8,15,nr,nr,10,nr,nr,10,10,16,11,
01-12-2005,19,nr,nr,5,22,12,nr,nr,4,nr,nr,nr,nr,nr,47,nr,nr,10,0,2,11,19,nr,15,24,5,nr,nr,9,13,6,17,nr,nr,2,nr,nr,5,2,10,1,
01-12-2005,20,nr,nr,4,10,3,nr,nr,1,nr,nr,nr,nr,nr,15,nr,nr,6,0,0,7,14,nr,26,15,5,nr,nr,4,0,2,10,nr,nr,1,nr,nr,1,0,10,1,
01-12-2005,21,nr,nr,4,21,3,nr,nr,0,nr,nr,nr,nr,nr,10,nr,nr,7,1,0,8,nr,nr,21,9,5,nr,nr,4,0,2,10,nr,nr,2,nr,nr,3,1,8,0,
01-12-2005,22,nr,nr,4,20,7,nr,nr,1,nr,nr,nr,nr,nr,14,nr,nr,8,0,0,8,14,nr,13,9,5,nr,nr,7,1,6,12,nr,nr,2,nr,nr,3,0,9,1,
01-12-2005,23,nr,nr,5,37,15,nr,nr,1,nr,nr,nr,nr,nr,23,nr,nr,12,1,0,7,19,nr,11,13,6,nr,nr,8,14,7,14,nr,nr,1,nr,nr,6,0,7,4,
01-12-2005,24,nr,nr,4,62,21,nr,nr,6,nr,nr,nr,nr,nr,28,nr,nr,11,0,0,7,18,nr,10,13,6,nr,nr,10,18,6,17,nr,nr,0,nr,nr,8,0,8,6,
02-12-2005,1,nr,nr,4,55,27,nr,nr,5,nr,nr,nr,nr,nr,22,nr,nr,8,3,0,5,16,nr,5,12,6,nr,nr,6,25,6,18,nr,nr,3,nr,nr,11,0,17,1,
02-12-2005,2,nr,nr,6,24,49,nr,nr,1,nr,nr,nr,nr,nr,11,nr,nr,9,6,0,6,12,nr,4,9,9,nr,nr,12,27,6,16,nr,nr,22,nr,nr,4,6,13,1,
