Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-06-2014,1,nr,nr,nr,24,nr,nr,nr,15,nr,nr,nr,17,nr,nr,nr,21,nr,nr,12,9,30,nr,nr,nr,19,nr,nr,13,22,nr,19,
01-06-2014,2,nr,nr,nr,26,nr,nr,nr,18,nr,nr,nr,22,nr,nr,nr,15,nr,nr,17,11,16,nr,nr,nr,19,nr,nr,18,28,nr,13,
01-06-2014,3,nr,nr,nr,22,nr,nr,nr,13,nr,nr,nr,14,nr,nr,nr,15,nr,nr,6,17,6,nr,nr,nr,14,nr,nr,15,19,nr,11,
01-06-2014,4,nr,nr,nr,20,nr,nr,nr,19,nr,nr,nr,19,nr,nr,nr,17,nr,nr,19,13,11,nr,nr,nr,18,nr,nr,13,6,nr,10,
01-06-2014,5,nr,nr,nr,20,nr,nr,nr,13,nr,nr,nr,22,nr,nr,nr,18,nr,nr,9,12,9,nr,nr,nr,21,nr,nr,16,23,nr,12,
01-06-2014,6,nr,nr,nr,20,nr,nr,nr,17,nr,nr,nr,24,nr,nr,nr,24,nr,nr,14,19,19,nr,nr,nr,21,nr,nr,15,20,nr,22,
01-06-2014,7,nr,nr,nr,29,nr,nr,nr,24,nr,nr,nr,17,nr,nr,nr,29,nr,nr,12,13,20,nr,nr,nr,21,nr,nr,14,19,nr,44,
01-06-2014,8,nr,nr,nr,22,nr,nr,nr,36,nr,nr,nr,25,nr,nr,nr,24,nr,nr,28,15,16,nr,nr,nr,19,nr,nr,15,23,nr,25,
01-06-2014,9,nr,nr,nr,25,nr,nr,nr,17,nr,nr,nr,10,nr,nr,nr,13,nr,nr,25,nr,4,nr,nr,nr,12,nr,nr,18,21,nr,18,
01-06-2014,10,nr,nr,nr,1,nr,nr,nr,6,nr,nr,nr,16,nr,nr,nr,12,nr,nr,12,11,8,nr,nr,nr,9,nr,nr,13,nr,nr,18,
01-06-2014,11,nr,nr,nr,12,nr,nr,nr,8,nr,nr,nr,22,nr,nr,nr,14,nr,nr,12,19,5,nr,nr,nr,10,nr,nr,4,6,nr,4,
01-06-2014,12,nr,nr,nr,15,nr,nr,nr,8,nr,nr,nr,31,nr,nr,nr,16,nr,nr,8,15,14,nr,nr,nr,18,nr,nr,5,12,nr,17,
01-06-2014,13,nr,nr,nr,9,nr,nr,nr,13,nr,nr,nr,31,nr,nr,nr,6,nr,nr,6,17,2,nr,nr,nr,18,nr,nr,11,nr,nr,nr,
01-06-2014,14,nr,nr,nr,15,nr,nr,nr,10,nr,nr,nr,30,nr,nr,nr,8,nr,nr,8,21,6,nr,nr,nr,16,nr,nr,8,nr,nr,6,
01-06-2014,15,nr,nr,nr,11,nr,nr,nr,7,nr,nr,nr,28,nr,nr,nr,13,nr,nr,12,16,1,nr,nr,nr,6,nr,nr,7,nr,nr,11,
01-06-2014,16,nr,nr,nr,18,nr,nr,nr,11,nr,nr,nr,15,nr,nr,nr,3,nr,nr,4,14,4,nr,nr,nr,nr,nr,nr,8,nr,nr,9,
01-06-2014,17,nr,nr,nr,12,nr,nr,nr,6,nr,nr,nr,15,nr,nr,nr,6,nr,nr,5,12,4,nr,nr,nr,nr,nr,nr,6,15,nr,8,
01-06-2014,18,nr,nr,nr,11,nr,nr,nr,17,nr,nr,nr,7,nr,nr,nr,6,nr,nr,7,13,2,nr,nr,nr,nr,nr,nr,8,13,nr,10,
01-06-2014,19,nr,nr,nr,19,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,9,nr,nr,11,11,10,nr,nr,nr,nr,nr,nr,4,8,nr,8,
01-06-2014,20,nr,nr,nr,25,nr,nr,nr,1,nr,nr,nr,9,nr,nr,nr,6,nr,nr,10,4,14,nr,nr,nr,6,nr,nr,8,7,nr,13,
01-06-2014,21,nr,nr,nr,16,nr,nr,nr,14,nr,nr,nr,18,nr,nr,nr,11,nr,nr,23,11,11,nr,nr,nr,13,nr,nr,10,14,nr,nr,
01-06-2014,22,nr,nr,nr,21,nr,nr,nr,19,nr,nr,nr,15,nr,nr,nr,18,nr,nr,16,16,16,nr,nr,nr,14,nr,nr,13,11,nr,20,
01-06-2014,23,nr,nr,nr,17,nr,nr,nr,24,nr,nr,nr,16,nr,nr,nr,22,nr,nr,20,19,23,nr,nr,nr,21,nr,nr,14,19,nr,23,
01-06-2014,24,nr,nr,nr,23,nr,nr,nr,18,nr,nr,nr,21,nr,nr,nr,19,nr,nr,18,20,19,nr,nr,nr,28,nr,nr,14,13,nr,24,
02-06-2014,1,nr,nr,nr,25,nr,nr,nr,23,nr,nr,nr,23,nr,nr,nr,19,14,nr,23,22,19,nr,nr,nr,7,nr,nr,13,23,nr,26,
02-06-2014,2,nr,nr,nr,23,nr,nr,nr,24,nr,nr,nr,24,nr,nr,nr,21,20,nr,18,15,16,nr,nr,nr,20,nr,nr,19,25,nr,22,
02-06-2014,3,nr,nr,nr,23,nr,nr,nr,25,nr,nr,nr,22,nr,nr,nr,27,21,nr,21,18,17,nr,nr,nr,24,nr,nr,20,22,nr,25,
02-06-2014,4,nr,nr,nr,25,nr,nr,nr,24,nr,nr,nr,24,nr,nr,nr,24,22,nr,35,16,21,nr,nr,nr,18,nr,nr,20,17,nr,22,
02-06-2014,5,nr,nr,nr,27,nr,nr,nr,28,nr,nr,nr,27,nr,nr,nr,26,25,nr,34,20,19,nr,nr,nr,17,nr,nr,20,18,nr,17,
02-06-2014,6,nr,nr,nr,26,nr,nr,nr,24,nr,nr,nr,21,nr,nr,nr,33,26,nr,31,19,23,nr,nr,nr,26,nr,nr,21,19,nr,32,
02-06-2014,7,nr,nr,nr,40,nr,nr,nr,30,nr,nr,nr,28,nr,nr,nr,35,33,nr,36,15,32,nr,nr,nr,39,nr,nr,24,43,nr,31,
02-06-2014,8,nr,nr,nr,36,nr,nr,nr,27,nr,nr,nr,27,nr,nr,nr,29,40,nr,31,14,39,nr,nr,nr,41,nr,nr,24,31,nr,18,
02-06-2014,9,nr,nr,nr,32,nr,nr,nr,21,nr,nr,nr,32,nr,nr,nr,19,25,nr,17,14,13,nr,nr,nr,31,nr,nr,16,18,nr,14,
02-06-2014,10,nr,nr,nr,15,nr,nr,nr,20,nr,nr,nr,25,nr,nr,nr,17,11,nr,18,16,16,nr,nr,nr,14,nr,nr,15,30,nr,13,
02-06-2014,11,nr,nr,nr,26,nr,nr,nr,23,nr,nr,nr,3,nr,nr,nr,17,nr,nr,17,23,10,nr,nr,nr,14,nr,nr,15,8,nr,19,
02-06-2014,12,nr,nr,nr,23,nr,nr,nr,12,nr,nr,nr,26,nr,nr,nr,15,nr,nr,18,26,7,nr,nr,nr,27,nr,nr,14,6,nr,19,
02-06-2014,13,nr,nr,nr,25,nr,nr,nr,15,nr,nr,nr,26,nr,nr,nr,12,10,nr,nr,19,11,nr,nr,nr,25,nr,nr,11,20,nr,18,
02-06-2014,14,nr,nr,nr,4,nr,nr,nr,15,nr,nr,nr,nr,nr,nr,nr,6,10,nr,20,15,5,nr,nr,nr,11,nr,nr,9,16,nr,11,
02-06-2014,15,nr,nr,nr,11,nr,nr,nr,16,nr,nr,nr,1,nr,nr,nr,8,5,nr,3,5,nr,nr,nr,nr,9,nr,nr,7,nr,nr,14,
02-06-2014,16,nr,nr,nr,10,nr,nr,nr,7,nr,nr,nr,18,nr,nr,nr,2,4,nr,13,10,nr,nr,nr,nr,8,nr,nr,4,14,nr,14,
02-06-2014,17,nr,nr,nr,11,nr,nr,nr,8,nr,nr,nr,23,nr,nr,nr,13,2,nr,2,9,10,nr,nr,nr,15,nr,nr,11,8,nr,12,
02-06-2014,18,nr,nr,nr,7,nr,nr,nr,8,nr,nr,nr,26,nr,nr,nr,9,10,nr,14,9,4,nr,nr,nr,16,nr,nr,8,nr,nr,10,
02-06-2014,19,nr,nr,nr,3,nr,nr,nr,9,nr,nr,nr,25,nr,nr,nr,14,10,nr,7,5,16,nr,nr,nr,11,nr,nr,9,1,nr,15,
02-06-2014,20,nr,nr,nr,5,nr,nr,nr,10,nr,nr,nr,11,nr,nr,nr,10,13,nr,11,13,16,nr,nr,nr,10,nr,nr,12,7,nr,16,
02-06-2014,21,nr,nr,nr,22,nr,nr,nr,10,nr,nr,nr,nr,nr,nr,nr,13,11,nr,1,12,12,nr,nr,nr,18,nr,nr,11,12,nr,10,
02-06-2014,22,nr,nr,nr,15,nr,nr,nr,12,nr,nr,nr,18,nr,nr,nr,20,16,nr,4,11,18,nr,nr,nr,15,nr,nr,10,7,nr,4,
02-06-2014,23,nr,nr,nr,21,nr,nr,nr,18,nr,nr,nr,13,nr,nr,nr,18,15,nr,8,16,19,nr,nr,nr,17,nr,nr,12,13,nr,23,
