Promedio horarios de pm2Promedio horarios de pm2
Fecha,Hora,ACO,AJU,ATI,CAM,CCA,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2014,1,nr,nr,nr,54,nr,nr,nr,33,nr,nr,nr,44,nr,nr,nr,49,60,44,70,40,48,nr,nr,nr,47,nr,nr,47,nr,nr,67,
01-01-2014,2,nr,nr,nr,59,nr,nr,nr,57,nr,nr,nr,59,nr,nr,nr,57,64,41,119,nr,70,nr,nr,nr,57,nr,nr,66,nr,nr,90,
01-01-2014,3,nr,nr,nr,69,nr,nr,nr,85,nr,nr,nr,64,nr,nr,nr,75,93,55,87,nr,64,nr,nr,nr,63,nr,nr,66,100,nr,118,
01-01-2014,4,nr,nr,nr,85,nr,nr,nr,101,nr,nr,nr,102,nr,nr,nr,95,121,83,76,78,80,nr,nr,nr,93,nr,nr,111,121,nr,115,
01-01-2014,5,nr,nr,nr,95,nr,nr,nr,113,nr,nr,nr,112,nr,nr,nr,101,125,95,84,79,86,nr,nr,nr,79,nr,nr,113,136,nr,112,
01-01-2014,6,nr,nr,nr,95,nr,nr,nr,133,nr,nr,nr,102,nr,nr,nr,115,85,93,86,62,95,nr,nr,nr,110,nr,nr,110,105,nr,127,
01-01-2014,7,nr,nr,nr,114,nr,nr,nr,131,nr,nr,nr,116,nr,nr,nr,98,62,108,75,47,89,nr,nr,nr,141,nr,nr,119,93,nr,114,
01-01-2014,8,nr,nr,nr,106,nr,nr,nr,121,nr,nr,nr,97,nr,nr,nr,85,98,129,64,57,63,nr,nr,nr,130,nr,nr,95,107,nr,77,
01-01-2014,9,nr,nr,nr,83,nr,nr,nr,121,nr,nr,nr,93,nr,nr,nr,92,97,123,68,94,69,nr,nr,nr,99,nr,nr,99,128,nr,79,
01-01-2014,10,nr,nr,nr,83,nr,nr,nr,132,nr,nr,nr,100,nr,nr,nr,92,84,119,64,113,71,nr,nr,nr,111,nr,nr,123,114,nr,88,
01-01-2014,11,nr,nr,nr,94,nr,nr,nr,138,nr,nr,nr,101,nr,nr,nr,91,81,121,57,111,54,nr,nr,nr,102,nr,nr,109,99,nr,78,
