Promedio horarios de so2Promedio horarios de so2
Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-04-2015,1,1,1,nr,nr,1,nr,nr,1,1,nr,1,1,nr,1,1,1,nr,nr,2,nr,2,nr,nr,2,nr,2,nr,nr,2,nr,nr,nr,2,1,1,nr,nr,nr,nr,nr,2,2,nr,1,2,nr,2,2,
01-04-2015,2,1,1,nr,nr,0,nr,nr,1,1,nr,1,1,nr,1,1,1,nr,nr,2,nr,3,nr,nr,2,nr,2,nr,nr,2,nr,nr,nr,2,1,2,nr,nr,nr,nr,nr,2,2,nr,0,3,nr,2,3,
01-04-2015,3,1,1,nr,nr,0,nr,nr,1,1,nr,1,1,nr,0,1,1,nr,nr,7,nr,3,nr,nr,2,nr,2,nr,nr,2,nr,nr,nr,2,0,3,nr,nr,nr,nr,nr,2,2,nr,1,2,nr,2,3,
01-04-2015,4,1,1,nr,nr,0,nr,nr,2,1,nr,1,1,nr,0,1,1,nr,nr,3,nr,3,nr,nr,1,nr,2,nr,nr,2,nr,nr,nr,2,0,2,nr,nr,nr,nr,nr,1,2,nr,0,2,nr,2,3,
01-04-2015,5,1,0,nr,nr,0,nr,nr,2,1,nr,1,1,nr,1,1,1,nr,nr,2,nr,2,nr,nr,1,nr,2,nr,nr,1,nr,nr,nr,3,0,2,nr,nr,nr,nr,nr,1,2,nr,0,2,nr,2,4,
01-04-2015,6,1,0,nr,nr,0,nr,nr,3,1,nr,1,1,nr,1,1,1,nr,nr,2,nr,2,nr,nr,1,nr,3,nr,nr,2,nr,nr,nr,4,0,3,nr,nr,nr,nr,nr,2,2,nr,0,2,nr,2,6,
01-04-2015,7,1,1,nr,nr,1,nr,nr,3,1,nr,1,2,nr,1,1,2,nr,nr,1,nr,2,nr,nr,2,nr,4,nr,nr,2,nr,nr,nr,5,0,4,nr,nr,nr,nr,nr,4,3,nr,0,2,nr,3,7,
01-04-2015,8,2,1,nr,nr,2,nr,nr,5,2,nr,1,4,nr,1,3,3,nr,nr,2,nr,3,nr,nr,4,nr,3,nr,nr,3,nr,nr,nr,5,1,4,nr,nr,nr,nr,nr,9,3,nr,1,3,nr,3,8,
01-04-2015,9,1,1,nr,nr,1,nr,nr,5,2,nr,1,2,nr,1,4,3,nr,nr,2,nr,3,nr,nr,3,nr,5,nr,nr,3,nr,nr,nr,5,2,3,nr,nr,nr,nr,nr,6,3,nr,1,3,nr,3,9,
01-04-2015,10,1,2,nr,nr,2,nr,nr,4,2,nr,1,2,nr,2,3,5,nr,nr,3,nr,4,nr,nr,3,nr,4,nr,nr,3,nr,nr,nr,4,1,3,nr,nr,nr,nr,nr,10,3,nr,1,4,nr,3,5,
