Promedio horarios de coPromedio horarios de co
Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-08-2010,1,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.90,nr,nr,nr,0.50,nr,0.6,0.50,0.6,nr,nr,0.70,nr,0.30,nr,0.10,nr,nr,0.8,0.5,nr,1.3,nr,0.80,0.20,nr,nr,1.10,nr,nr,0.50,
01-08-2010,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.60,nr,nr,nr,0.50,nr,0.6,0.70,0.5,nr,nr,0.60,nr,0.10,nr,0.30,nr,nr,1.2,0.6,nr,1.4,nr,1.00,0.10,nr,nr,1.20,nr,nr,0.60,
01-08-2010,3,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.60,nr,nr,nr,0.60,nr,0.6,1.10,0.8,nr,nr,1.00,nr,0.00,nr,0.80,nr,nr,0.9,0.5,nr,2.1,nr,0.90,0.10,nr,nr,1.30,nr,nr,0.70,
01-08-2010,4,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.60,nr,nr,nr,0.40,nr,0.7,1.30,0.7,nr,nr,0.90,nr,0.00,nr,0.50,nr,nr,1.2,0.4,nr,2.1,nr,0.80,0.30,nr,nr,1.50,nr,nr,0.80,
01-08-2010,5,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.90,nr,nr,nr,0.40,nr,1.0,0.90,0.7,nr,nr,0.90,nr,0.00,nr,0.80,nr,nr,0.9,0.4,nr,1.5,nr,0.80,0.30,nr,nr,1.10,nr,nr,0.70,
01-08-2010,6,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.40,nr,nr,nr,0.60,nr,1.1,1.30,0.7,nr,nr,1.30,nr,0.00,nr,1.00,nr,nr,1.2,0.8,nr,2.1,nr,1.10,0.60,nr,nr,1.50,nr,nr,1.00,
01-08-2010,7,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.50,nr,nr,nr,1.10,nr,1.4,1.30,1.1,nr,nr,2.00,nr,0.10,nr,1.00,nr,nr,1.4,1.2,nr,2.7,nr,1.40,0.70,nr,nr,1.20,nr,nr,1.60,
01-08-2010,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.30,nr,nr,nr,1.30,nr,1.6,1.50,1.1,nr,nr,1.90,nr,0.40,nr,0.70,nr,nr,1.6,1.1,nr,2.9,nr,1.20,0.50,nr,nr,1.20,nr,nr,1.60,
01-08-2010,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.70,nr,nr,nr,0.40,nr,1.5,1.20,1.1,nr,nr,1.30,nr,0.40,nr,0.40,nr,nr,1.4,0.8,nr,2.8,nr,1.10,0.20,nr,nr,0.90,nr,nr,1.10,
01-08-2010,10,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.10,nr,nr,nr,0.30,nr,1.5,1.00,1.1,nr,nr,1.30,nr,0.60,nr,0.40,nr,nr,1.1,0.9,nr,2.0,nr,1.30,0.40,nr,nr,0.90,nr,nr,0.80,
